 "UE1: web-rtc" "UE1: sipp" "UE1: web-server" "UE2: web-rtc" "UE2: sipp" "UE2: web-server" "UE3: web-rtc" "UE3: sipp" "UE3: web-server" Time UE1-Jitter UE2-Jitter UE3-Jitter UE1-CQI UE2-CQI UE3-CQI empty
39 32056000 0 0 0 26210000 0 0 0 0  24.549262214242198 15.923629485335802 0.0 10000 11000 15000 
40 19982000 0 0 0 26772000 0 0 0 0  24.530964469994 15.960889537153099 0.0 8000 10000 15000 
41 7560000 0 0 0 27534000 0 0 0 0  24.8504470658436 15.9864560373197 0.0 8000 9000 15000 
42 9787000 0 0 0 27656000 0 0 0 0  25.2078216849155 15.977343451249002 0.0 8000 9000 15000 
43 11665000 0 0 0 27941000 0 0 0 0  25.418733728628702 15.931151392638 0.0 8000 9000 15000 
44 8349000 0 0 0 26210000 0 0 0 5437000  25.6867511741349 15.9278340696992 6.6419278413897 5000 9000 15000 
45 17507000 0 0 0 25038000 0 0 0 21915000  25.656390760978297 15.959237602537 6.6684318032675005 8000 9000 15000 
46 12447000 0 0 0 27659000 0 0 0 25967000  25.8084184441401 15.966496932478002 6.5740432961607995 8000 9000 15000 
47 6203000 0 0 0 28663000 0 0 0 19657000  26.065319196846097 15.943809604786498 6.5145877815315 8000 9000 15000 
48 11112000 0 0 0 27097000 0 0 0 0  26.2702570786214 15.9608541549471 0.0 4000 10000 15000 
49 20753000 0 0 0 27299000 0 0 0 0  26.250851280969897 15.9469199808153 0.0 6000 10000 15000 
50 25024000 0 0 0 26737000 0 0 0 0  26.135620193515102 15.9564040671296 0.0 8000 9000 15000 
51 12249000 0 0 0 27382000 0 0 0 0  26.298398718638797 15.9435813284916 0.0 10000 9000 15000 
52 23221000 0 0 0 28831000 0 0 0 0  26.2719112994519 15.918286575202101 0.0 8000 9000 15000 
53 15688000 0 0 0 26972000 0 0 0 0  26.3510031392839 15.898662560020801 0.0 5000 10000 15000 
54 14347000 0 0 0 27659000 0 0 0 0  26.5075720600484 15.903999351365002 0.0 6000 10000 15000 
55 6886000 0 0 0 27944000 0 0 0 0  26.7595937109186 15.9304515521803 0.0 6000 10000 15000 
56 23557000 0 0 0 23144000 0 0 0 0  26.6483168944889 15.9355561118012 0.0 6000 10000 15000 
57 14410000 0 0 0 30280000 0 0 0 0  26.7575654170153 15.8929259130032 0.0 8000 9000 15000 
58 12807000 0 0 0 26620000 0 0 0 0  26.8281381796049 15.9138370117064 0.0 8000 9000 15000 
59 12641000 0 0 0 26972000 0 0 0 0  26.9415946357435 15.924582039000798 0.0 8000 9000 15000 
60 14073000 0 0 0 25038000 0 0 0 0  27.101472794421902 15.9368392591959 0.0 8000 10000 15000 
61 10631000 0 0 0 27909000 0 0 0 0  27.2697528904719 15.913686721366098 0.0 10000 10000 15000 
62 16114000 0 0 0 26210000 0 0 0 0  27.325798404385903 15.908994860569102 0.0 10000 11000 15000 
63 11688000 0 0 0 30690000 0 0 0 0  27.4351667942708 15.878777245947 0.0 10000 13000 15000 
64 7052000 0 0 0 26972000 0 0 0 0  27.4884230526542 15.890963296139 0.0 11000 13000 15000 
65 6565000 0 0 0 26772000 0 0 0 0  27.591186952789602 15.913433963396201 0.0 13000 14000 15000 
66 22957000 0 0 0 27097000 0 0 0 0  27.4891731077894 15.9194889977868 0.0 6000 10000 15000 
67 23673000 0 0 0 26210000 0 0 0 0  27.3694368575557 15.929641098194901 0.0 12000 14000 15000 
68 26660000 0 0 0 26010000 0 0 0 0  27.1840557890908 15.9568963185997 0.0 8000 10000 15000 
69 25949000 0 0 0 26362000 0 0 0 0  27.051875545382398 15.969487789054298 0.0 8000 9000 15000 
70 13913000 0 0 0 27382000 0 0 0 0  27.1368781998432 15.971653156663198 0.0 8000 9000 15000 
71 13254000 0 0 0 26772000 0 1284000 0 0  27.2753410197981 15.9666941329345 6.4695665934188 8000 9000 15000 
72 17265000 0 0 0 26772000 0 0 0 0  27.092219934707803 15.982002826653599 0.0 8000 10000 15000 
73 12837000 0 6788000 0 27097000 0 1102000 0 0  26.664474660859803 15.9900208284345 6.4798022030033 6000 10000 15000 
74 22238000 0 9161000 0 26210000 0 132000 0 0  26.1541780813911 15.9962904277203 6.5111726848249 5000 10000 15000 
75 14386000 0 15933000 0 26772000 0 0 0 0  25.3544643853273 15.998582908895001 0.0 9000 9000 15000 
76 11616000 0 14451000 0 26620000 0 0 0 0  24.655213994078903 16.0122441758839 0.0 5000 10000 15000 
77 8086000 0 14170000 0 26972000 0 19450000 0 0  24.0040817575853 16.0139072014836 6.6024544022496 9000 9000 15000 
78 3064000 0 17630000 0 25038000 0 1966000 0 0  23.2831792514371 16.008202504962 7.0562666888297 11000 12000 15000 
79 3064000 0 19599000 0 26737000 0 66000 0 0  22.5255591317537 16.001907726333897 7.0562666888297 9000 9000 15000 
80 3230000 0 19401000 0 26737000 0 35353000 0 0  21.8426014008298 15.999159112803099 7.0738117939361995 9000 12000 15000 
81 2898000 0 15521000 0 26772000 0 17861000 0 0  21.388365182718 16.0097288039378 7.4531531734279 8000 9000 15000 
82 3230000 0 13470000 0 26175000 0 64380000 0 0  21.0332778770789 16.0103777500682 7.6528622378167 5000 10000 15000 
83 2898000 0 16131000 0 27334000 0 34343000 0 0  20.5779627404522 16.0112852587225 7.9291853452040995 6000 10000 15000 
84 3230000 0 17498000 0 25658000 0 32895000 0 0  20.1238567381067 16.0108007404862 8.2015176512059 7000 10000 15000 
85 3064000 0 17630000 0 28122000 0 34548000 0 0  19.6907610023468 16.0015816992461 8.4560984708012 8000 10000 15000 
86 3064000 0 9371000 0 22986000 0 32136000 0 0  19.5145389399999 16.0500627747562 8.718312002216301 8000 9000 15000 
87 3064000 0 6434000 0 30178000 0 44442000 0 0  19.4682879718884 16.025321251891 8.8957506551724 6000 10000 15000 
88 1224000 0 14785000 0 27552000 0 36333000 0 0  19.2350316955943 16.011297498013903 9.1298210621039 6000 10000 15000 
89 0 0 13607000 0 27024000 0 54576000 0 0  19.1139146804437 16.006024486427 9.2719056275635 6000 10000 15000 
90 0 0 10513000 0 24689000 0 59243000 0 0  19.0652521244902 15.999231813465201 9.3716277406671 6000 10000 15000 
91 0 0 14851000 0 11358000 0 52477000 0 0  18.8835293280066 16.089485296065202 9.507467221191 5000 10000 15000 
92 0 0 17564000 0 1084000 0 49568000 0 0  18.619284939064297 16.0953165370592 9.6358748057228 8000 9000 15000 
93 0 0 13232000 0 0 0 52325000 0 0  18.4869052513605 0.0 9.756558422230299 6000 10000 15000 
94 0 0 14785000 0 3250000 0 47392000 0 0  18.3260827850503 16.2417430515093 9.8944419899605 8000 9000 15000 
95 0 0 1327000 0 0 0 66129000 0 0  18.3241196049772 0.0 9.9680557403276 8000 9000 15000 
96 0 0 0 0 0 0 59460000 0 0  0.0 0.0 10.0657306295037 8000 9000 15000 
97 0 0 0 0 1084000 0 90553000 0 0  0.0 16.2461374651497 10.0416447313873 8000 9000 15000 
98 0 0 0 0 2166000 0 65459000 0 0  0.0 16.339170372427 10.1235982522407 8000 9000 15000 
99 0 0 0 0 0 0 70069000 0 5297000  0.0 0.0 10.0775261460327 8000 10000 15000 
100 0 0 0 0 0 0 81775000 0 18463000  0.0 0.0 9.777300768381199 8000 9000 15000 
101 0 0 0 0 1084000 0 68994000 0 22705000  0.0 16.3438657023211 9.4531588043656 8000 9000 15000 
102 0 0 0 0 2166000 0 31226000 0 24286000  0.0 16.4363976944046 9.2277126614906 5000 6000 15000 
103 0 0 0 1284000 0 0 8247000 0 17236000  0.0 16.3770158282924 9.130202615691099 10000 13000 15000 
104 0 0 0 21592000 0 0 41233000 0 17350000  0.0 16.3082156300023 9.016939714148899 6000 9000 15000 
105 0 0 0 792000 1084000 0 1684000 0 19533000  0.0 16.4126860069995 8.949019006247001 13000 14000 15000 
106 0 0 0 0 2166000 0 1684000 0 19203000  0.0 16.4995107353695 8.8988681201254 6000 10000 15000 
107 0 0 0 39350000 0 0 1546000 0 21981000  0.0 16.379235748509803 8.8116486139857 6000 9000 15000 
108 0 0 0 37918000 0 0 1684000 0 24270000  0.0 16.4021169701154 8.7015739263355 9000 9000 15000 
109 0 0 0 61894000 1084000 0 1546000 0 21568000  0.0 16.315182251665902 8.616936364095299 8000 10000 15000 
110 0 0 0 55047000 1084000 0 1684000 0 26033000  0.0 16.2719561689248 8.4990385166439 5000 10000 15000 
111 0 0 0 63417000 0 0 1546000 0 24748000  0.0 16.1912619766094 8.4009662851768 6000 10000 15000 
112 0 0 0 43343000 0 0 1684000 0 23331000  0.0 16.1813202971198 8.318376987975899 5000 10000 15000 
113 0 0 0 42146000 1084000 0 1546000 0 19393000  0.0 16.178857198955 8.284426217900899 5000 10000 15000 
114 0 0 0 47845000 1084000 0 1264000 0 21090000  0.0 16.15865097177 8.2375858052913 5000 10000 15000 
115 0 0 0 63413000 0 0 0 0 19311000  0.0 16.099894734441502 8.223912395061701 6000 10000 15000 
116 0 0 0 25439000 0 0 0 0 6722000  0.0 16.1793326636491 8.2130082354324 5000 10000 15000 
117 0 0 0 54153000 0 0 0 0 23051000  0.0 16.151415299286 8.1623709294829 8000 9000 15000 
118 0 0 0 35287000 1084000 0 0 0 23265000  0.0 16.179992737721 8.1145551151147 12000 14000 15000 
119 0 0 0 55933000 0 0 0 0 24616000  0.0 16.148180254309498 8.0583260958372 10000 11000 15000 
120 0 0 0 55367000 0 0 0 0 26099000  0.0 16.1214908068029 7.998550982002399 12000 14000 15000 
121 0 0 0 46721000 0 0 0 0 25094000  0.0 16.1263649758171 7.943472933382399 12000 14000 15000 
122 0 0 8551000 68830000 0 0 0 0 24616000  18.195988771004203 16.0632151597842 7.895494760466099 10000 13000 15000 
123 0 0 19739000 40754000 0 0 0 0 20744000  17.910962834792503 16.0909510974396 7.882335284001099 5000 10000 15000 
124 0 0 19047000 81720000 0 0 0 0 24682000  17.6727110756505 15.984317712915999 7.8343562686423 5000 10000 15000 
125 0 0 16798000 36599000 0 0 0 0 24814000  17.502831470481002 16.021035129304103 7.7900386561152 10000 11000 15000 
126 0 0 13022000 60973000 0 0 0 0 19739000  17.4161647394113 15.963517959872698 7.7828414932539 8000 9000 15000 
127 0 0 17696000 34355000 0 0 0 0 24468000  17.221170958713902 16.0123859505436 7.7444797202226 6000 9000 15000 
128 0 0 11671000 61244000 0 0 0 0 22721000  17.130495667071003 15.968330272145298 7.7226193744286 6000 13000 15000 
129 0 0 12407000 31109000 0 0 0 0 25028000  17.0356949545609 16.017262288927 7.6812232055168 6000 13000 15000 
130 0 0 14038000 47361000 0 0 0 0 24748000  16.9329612822797 16.0099392964346 7.6458786231742 13000 15000 9000 
131 0 0 16136000 44201000 0 0 0 0 20678000  16.8030198591735 16.012381360383 7.621982691810301 13000 15000 9000 
132 0 0 1838000 35145000 0 0 0 0 2519000  16.890145242769698 16.0896875390912 7.7293255841513 13000 15000 8000 
133 0 0 4857000 16902000 0 0 0 0 0  16.8425952349942 16.178587159933503 0.0 13000 15000 10000 
134 0 0 17218000 49004000 0 0 0 0 5878000  16.6967719451081 16.124933531496 7.8126937273702 13000 15000 10000 
135 0 0 16183000 41472000 0 0 0 0 23661000  16.5634396777213 16.1273499096963 7.7783323758624 13000 15000 9000 
136 0 0 17696000 35852000 0 0 0 0 23153000  16.4081049419183 16.1412349224207 7.7529458867707 13000 15000 10000 
137 0 0 14719000 42911000 0 0 0 0 22273000  16.3139300825533 16.1372428921287 7.7373547259175 13000 15000 10000 
138 0 0 12956000 47335000 0 0 0 0 24616000  16.232634930454502 16.106395555363 7.7060434991686 13000 15000 10000 
139 0 0 13434000 41886000 0 0 0 0 23331000  16.1612317079222 16.0860361708229 7.680919071117399 13000 15000 10000 
140 0 0 13758000 25672000 0 0 0 0 21156000  16.0536363035398 16.1201508900077 7.704902995067 13000 15000 9000 
141 0 0 14719000 56628000 0 0 0 0 17828000  15.951581705745399 16.0819661662329 7.7102968833492005 13000 15000 9000 
142 0 0 10052000 30332000 0 0 0 0 0  16.1375471430011 16.055286307680603 0.0 13000 15000 11000 
143 0 0 66000 0 0 0 0 0 0  16.1375471430011 16.055286307680603 0.0 13000 15000 11000 
144 0 0 3818000 41082000 0 0 0 0 14022000  16.216770761440202 16.065256279209997 7.7280322140236 13000 15000 10000 
145 0 0 9049000 23711000 0 0 0 0 5289000  16.219440908134203 16.1301764474947 7.7207052935463 13000 15000 13000 
146 0 0 10262000 47118000 0 0 0 0 23397000  16.1502936221126 16.1284843519179 7.6948578724584005 13000 15000 11000 
147 0 0 0 57331000 0 0 0 0 25967000  0.0 16.1400926352646 7.6610280194752 13000 15000 11000 
148 0 0 0 5548000 0 0 0 0 1763000  0.0 16.2803580964938 7.6568905017638995 13000 15000 10000 
149 0 0 0 34419000 0 0 0 0 0  0.0 16.3037117580409 0.0 13000 15000 14000 
150 0 0 0 19577000 0 0 0 0 0  0.0 16.4042195777519 0.0 13000 15000 14000 
151 0 0 0 19126000 0 0 0 0 0  0.0 16.424804505705602 0.0 13000 15000 14000 
152 0 0 0 22709000 0 0 0 0 0  0.0 16.4679118242894 0.0 13000 15000 14000 
153 0 0 0 3202000 0 0 0 0 0  0.0 16.560942659559203 0.0 13000 15000 14000 
154 0 0 0 3202000 0 0 0 0 0  0.0 16.6532684924393 0.0 13000 15000 14000 
155 0 0 0 3202000 0 0 0 0 0  0.0 16.7450534813708 0.0 13000 15000 14000 
156 0 0 0 3202000 0 0 0 0 0  0.0 16.8360209328041 0.0 13000 15000 14000 
157 0 0 0 3202000 0 0 0 0 0  0.0 16.9264991343979 0.0 13000 15000 9000 
158 0 0 0 3202000 0 0 0 0 0  0.0 17.016727285855097 0.0 13000 15000 10000 
159 0 0 0 3202000 0 0 0 0 0  0.0 17.106107052808998 0.0 13000 15000 10000 
160 0 0 0 3202000 0 0 0 0 0  0.0 17.194864084430098 0.0 13000 15000 11000 
161 0 0 0 3230000 0 0 0 0 0  0.0 17.2817525400614 0.0 13000 15000 14000 
