UE1: web-rtc,UE1: sipp,UE1: web-server,UE2: web-rtc,UE2: sipp,UE2: web-server,UE3: web-rtc,UE3: sipp,UE3: web-server,Time,UE1-Jitter,UE2-Jitter,UE3-Jitter,UE1-CQI,UE2-CQI,UE3-CQI
21633,0,0,0,0,0,0,0,0,0.000285695,0.011467356764044943,0,0,11,14,15,
8817,0,0,0,0,0,0,0,0,1.021082768,0.01706144505109489,0,0,11,14,15,
31463,0,0,0,0,0,0,0,0,2.376806889,0.018870028384180792,0,0,11,14,15,
55498,0,0,0,0,0,0,0,0,3.389641612,0.017912218991769546,0,0,11,14,15,
15688,0,0,0,0,0,0,0,0,4.478178521,0.019755480752767524,0,0,11,14,15,
15234,0,0,0,0,0,0,0,0,5.480874822,0.021442258939597315,0,0,11,14,15,
94152,0,0,0,0,0,0,0,0,6.9027852,0.01844933521945137,0,0,11,14,15,
66665,0,0,0,0,0,0,0,0,7.921359441,0.017502509594594592,0,0,11,14,15,
31980,0,0,0,0,0,0,0,0,8.959681582,0.017781286740112992,0,0,11,14,15,
27965,0,0,0,0,0,0,0,0,10.008897032,0.018003262934482758,0,0,11,14,15,
37527,0,0,0,0,0,0,0,0,11.025253955,0.01796895287304075,0,0,11,14,15,
37128,0,0,0,0,0,0,0,0,12.05884506,0.01796144806051873,0,0,11,14,15,
17949,0,0,0,0,0,0,0,0,13.073941818,0.018620904257931035,0,0,11,11,15,
16093,0,0,0,0,0,0,0,0,14.125965051,0.019390747976,0,0,11,6,15,
25433,0,0,0,0,0,0,0,0,15.304557136,0.019804798310214377,0,0,11,9,15,
11584,0,0,0,0,0,0,0,0,16.518951869,0.020656017457354764,0,0,11,14,15,
45197,0,0,0,0,0,0,0,0,17.544790047,0.020268610602974836,0,0,11,14,15,
17455,0,0,0,0,0,0,0,0,18.549078053,0.02104367982111112,0,0,11,14,15,
37286,0,0,0,0,0,0,0,1977,19.806842416,0.020980356966315797,0,0.008550953071428375,11,14,15,
57085,0,0,0,0,0,0,0,24616,20.818210119,0.020418922872195128,0,0.006287321199999991,11,12,15,
30427,0,0,0,0,0,0,0,20678,21.840965839,0.02058796983771108,0,0.0067434427879746765,11,14,15,
17035,0,0,0,6979,0,0,0,19805,22.862876659,0.020771483415215408,0.01632589459999991,0.006902906439293588,11,10,15,
69252,0,0,0,25428,0,0,0,24814,23.865069079,0.020127322975298137,0.016783004438356112,0.006615668580385844,11,13,15,
76744,0,0,0,27140,0,0,0,25901,24.870926698,0.01948505326028482,0.016285234844444416,0.00643797604287515,11,9,15,
48333,0,0,0,25980,0,0,0,25094,25.888002148,0.019300871355421696,0.016267307845360807,0.006318185043478253,11,12,15,
55314,0,0,0,27468,0,0,0,24682,26.898866973,0.018969812822649583,0.015976286226562483,0.006221127682259483,11,10,15,
32920,0,0,0,27140,0,0,0,18713,27.900946909,0.018990054112792306,0.015834186745283002,0.006393365457370512,11,10,15,
38800,0,0,0,25226,0,0,0,15785,28.902848887,0.01891507840079366,0.016012277378666652,0.006343612967670824,11,13,15,
36466,0,0,0,27699,0,0,0,0,29.917926753,0.018827965947201028,0.01599168384018264,0,11,14,15,
24296,0,0,0,27265,0,0,0,0,30.930342143,0.01902920238805971,0.015982874403999994,0,11,13,15,
21187,0,0,0,25980,0,0,0,0,31.961889836,0.019285675522588534,0.01601720139177102,0,11,14,15,
10622,0,0,0,25677,0,0,0,0,32.966134546,0.01965645235946925,0.016088988468395463,0,11,12,15,
46856,0,0,0,27382,0,0,0,0,33.974089575,0.019548778187100532,0.01605787146097202,0,11,12,15,
10626,0,0,0,28065,0,0,0,0,35.029991165,0.01981850207546084,0.016025071362533696,0,11,7,15,
40977,0,0,0,26620,0,0,0,0,36.045207274,0.01971507752423399,0.016086995470074816,0,11,10,15,
2716,0,0,0,26210,0,0,0,0,37.062140673,0.02012663706274293,0.016166981629500577,0,11,10,15,
10536,0,0,0,24757,0,0,0,0,38.080160361,0.02034697144609462,0.016255039514721924,0,11,8,15,
33493,0,0,0,29393,0,0,0,0,39.108880595,0.020203653047340436,0.016185984958290947,0,11,8,15,
33345,0,0,0,27097,0,0,0,0,40.133224716,0.02017621527329194,0.016186804431034485,0,11,8,15,
33164,0,0,0,26620,0,0,0,0,41.15592029,0.02012290390835852,0.01621669862952899,0,11,10,15,
32745,0,0,0,26616,0,0,0,0,42.160144902,0.02003184611007829,0.01624244954467354,0,11,8,15,
29129,0,0,0,28061,0,0,0,0,43.163144014,0.0199786025696565,0.016277997863080693,0,11,10,15,
