UE1: web-rtc,UE1: sipp,UE1: web-server,UE2: web-rtc,UE2: sipp,UE2: web-server,UE3: web-rtc,UE3: sipp,UE3: web-server,UE1-Jitter,UE2-Jitter,UE3-Jitter,UE1-CQI,UE2-CQI,UE3-CQI
10443,0,0,0,28634,0,0,0,0,0.028903072077744077,0.018643609429966002,None,11,13,13
10888,0,0,0,28001,0,0,0,0,0.02750805999448484,0.018053275394964978,None,3,8,15
12740.0,0.0,0.0,0.0,25303.0,0.0,0.0,0.0,24549.0,0.02606074869637465,0.016231228369211443,0.005128252958830457,7.0,7.0,13.0
9564.0,0.0,0.0,0.0,25969.0,0.0,0.0,0.0,25076.0,0.027411966819712932,0.013242481910698255,0.006312177035162752,8.0,7.0,13.0
10556.0,0.0,0.0,0.0,28152.0,0.0,0.0,0.0,23382.0,0.025191078652550977,0.015204495725486133,0.007096411679777875,7.0,9.0,12.0
12207.0,0.0,0.0,0.0,27521.0,0.0,0.0,0.0,602.0,0.034777967179475844,0.014886280668364891,0.007212863910063859,12.0,14.0,15.0
7109,0,0,0,27851,0,0,0,0,0.03341387121266536,0.015824544452584927,None,12,13,15
14034,0,0,0,24448,0,0,0,0,0.039856301600635136,0.014999522554179042,None,8,7,11
14206,0,0,0,27444,0,0,0,0,0.03130281705976837,0.01925059659694036,None,9,5,12
14128,0,0,0,29631,0,0,0,0,0.02952291186947831,0.019918678061365998,None,14,15,14
14315,0,0,0,28445,0,0,0,0,0.034872482640101184,0.015609923410983013,None,8,7,14
15072.0,0.0,0.0,0.0,24376.0,0.0,4008.0,0.0,0.0,0.03728713716592037,0.015805039822493462,0.004937401382143346,9.0,8.0,14.0
13426,0,0,0,26848,0,0,0,0,0.03057687941021313,0.015772033471758824,None,8,8,13
14832,0,0,0,27385,0,0,0,0,0.03904831064759136,0.017287144630357333,None,7,10,13
14579.0,0.0,0.0,0.0,27951.0,0.0,4007.0,0.0,0.0,0.04190867839321245,0.017926626840825525,0.006199978724277743,7.0,7.0,15.0
13314.0,0.0,0.0,0.0,25292.0,0.0,45526.0,0.0,0.0,0.030483466282934815,0.015789658107964566,0.006965865790002156,8.0,6.0,13.0
11623.0,0.0,0.0,0.0,26994.0,0.0,6978.0,0.0,0.0,0.03075853676509979,0.01677762195322654,0.008030993513772334,9.0,7.0,13.0
10059.0,0.0,0.0,0.0,23242.0,0.0,112072.0,0.0,0.0,0.03567705680876026,0.018560028638555423,0.008954406059320226,6.0,7.0,14.0
9310.0,0.0,0.0,0.0,27238.0,0.0,110986.0,0.0,0.0,0.03630394785827208,0.0162984965843974,0.00789046120104954,6.0,9.0,15.0
15639.0,0.0,0.0,0.0,25350.0,0.0,97131.0,0.0,0.0,0.039222992398436976,0.018892787992691902,0.007890444749888079,8.0,7.0,11.0
13724.0,0.0,0.0,0.0,25439.0,0.0,84117.0,0.0,0.0,0.02935289195197865,0.012535595379410779,0.009420975440154375,7.0,8.0,10.0
16040.0,0.0,0.0,0.0,26917.0,0.0,55467.0,0.0,0.0,0.030298457977377905,0.02031721867178536,0.007871746564179735,8.0,9.0,10.0
17370.0,0.0,0.0,0.0,28434.0,0.0,76719.0,0.0,0.0,0.03150340434317652,0.01610454041415769,0.01090630148798933,7.0,8.0,13.0
10089.0,0.0,0.0,0.0,25562.0,0.0,84408.0,0.0,0.0,0.031770944777185846,0.01531852396441425,0.009057250554318204,5.0,7.0,12.0
8695.0,0.0,0.0,0.0,27650.0,0.0,95292.0,0.0,0.0,0.03233899374300632,0.016903710616910168,0.008168465309510124,6.0,9.0,11.0
2770.0,0.0,0.0,0.0,23671.0,0.0,56320.0,0.0,0.0,0.038015400823774755,0.016168579303210806,0.00970287891637786,6.0,9.0,11.0
5469.0,0.0,0.0,0.0,27725.0,0.0,107430.0,0.0,0.0,0.036442561375454256,0.014629228251639767,0.009134752892078808,8.0,8.0,13.0
6684.0,0.0,0.0,0.0,24164.0,0.0,109224.0,0.0,0.0,0.03351235543410577,0.015244873243672245,0.00916370753836217,5.0,9.0,15.0
8216.0,0.0,0.0,0.0,28862.0,0.0,76168.0,0.0,0.0,0.03583623818734204,0.01573071920839338,0.007662240765231859,6.0,8.0,13.0
6899.0,0.0,0.0,0.0,28355.0,0.0,67510.0,0.0,0.0,0.03782393142521252,0.01641610015340171,0.009829201676605318,7.0,9.0,13.0
4740.0,0.0,0.0,0.0,25775.0,0.0,63038.0,0.0,0.0,0.03516438577385515,0.016383201854720614,0.009942419509213679,4.0,8.0,13.0
5631.0,0.0,0.0,0.0,23541.0,0.0,115512.0,0.0,0.0,0.03491712490815673,0.016078281813605634,0.00975919719082044,6.0,9.0,15.0
8431.0,0.0,969.0,0.0,24968.0,0.0,122904.0,0.0,0.0,0.04173816433534719,0.01673411383462381,0.00770937797030631,8.0,9.0,13.0
9255.0,0.0,4819.0,0.0,26143.0,0.0,119312.0,0.0,0.0,0.036342846082078904,0.01638447376816292,0.007962527728824645,7.0,7.0,12.0
7542.0,0.0,9206.0,0.0,30707.0,0.0,121226.0,0.0,0.0,0.04172756723502228,0.014439701706362235,0.009663030474052455,7.0,9.0,12.0
9043.0,0.0,4281.0,0.0,30400.0,0.0,75444.0,0.0,0.0,0.03271269753561608,0.013936230162411396,0.010030630137862895,7.0,8.0,12.0
4493.0,0.0,0.0,0.0,28153.0,0.0,33370.0,0.0,0.0,0.03711063776516925,0.015211847983271628,0.009389897426018302,9.0,8.0,14.0
7325.0,0.0,896.0,0.0,23260.0,0.0,67817.0,0.0,0.0,0.041416440508003215,0.015995566095066,0.008699621045773943,7.0,8.0,13.0
7143.0,0.0,0.0,0.0,25125.0,0.0,98266.0,0.0,0.0,0.03400570587850227,0.012607248724854364,0.00960119364303491,7.0,8.0,13.0
4374.0,0.0,1377.0,0.0,25761.0,0.0,77284.0,0.0,0.0,0.039037702966135616,0.01620663601957405,0.009292497952665986,6.0,15.0,12.0
3199.0,0.0,11458.0,0.0,26745.0,0.0,83866.0,0.0,0.0,0.03557747716597589,0.017988890753634707,0.008645255185248403,8.0,12.0,12.0
3077.0,0.0,15443.0,0.0,21806.0,0.0,81429.0,0.0,0.0,0.027126778453550274,0.014969961712470585,0.010627593483180613,13.0,14.0,15.0
3100.0,0.0,14694.0,0.0,25856.0,0.0,86885.0,0.0,0.0,0.030173225619694367,0.012400338963536327,0.011623084068821723,11.0,13.0,15.0
3342.0,0.0,19015.0,0.0,29845.0,0.0,82189.0,0.0,0.0,0.02626141208525676,0.01123481734427613,0.00900026585620388,7.0,8.0,12.0
3318.0,0.0,3370.0,0.0,29321.0,0.0,85807.0,0.0,0.0,0.028069514247802713,0.018128807155076018,0.009972941431702628,12.0,14.0,15.0
2727.0,0.0,10501.0,0.0,27418.0,0.0,59243.0,0.0,0.0,0.030848816883130938,0.017070250272977455,0.008629383753402449,7.0,8.0,13.0
3702.0,0.0,3688.0,0.0,25879.0,0.0,96455.0,0.0,0.0,0.02402955322276465,0.01418829740962432,0.00819324272224856,8.0,8.0,12.0
3610.0,0.0,6059.0,0.0,27880.0,0.0,87353.0,0.0,0.0,0.03142661264135841,0.013570780794636209,0.008633754931470117,6.0,9.0,15.0
2994.0,0.0,2861.0,0.0,27152.0,0.0,106729.0,0.0,0.0,0.02874719627788032,0.019230291986461923,0.008703456604123971,8.0,9.0,14.0
0.0,0.0,5371.0,0.0,25758.0,0.0,64094.0,0.0,0.0,0.023854767013002803,0.018228959161080752,0.007822688775559439,8.0,9.0,13.0
0.0,0.0,9198.0,0.0,28582.0,0.0,31194.0,0.0,0.0,0.029362380211821068,0.017337551657430447,0.008122839683325523,7.0,8.0,10.0
0.0,0.0,8430.0,0.0,19654.0,0.0,66120.0,0.0,0.0,0.03156578283678678,0.01587029919750256,0.008474489272256582,8.0,6.0,15.0
0,0,12673,0,0,0,42852,0,0,0.02189168861286603,None,0.0102541138253308,7,9,12
0,0,15438,0,0,0,54663,0,0,0.02056554042279673,None,0.010667741588335965,9,7,15
0,0,7851,0,0,0,35697,0,0,0.02658511353863853,None,0.010444122240440182,7,8,12
0,0,0,0,0,0,35910,0,0,None,None,0.009338520125617106,9,7,15
0,0,0,0,0,0,39399,0,0,None,None,0.010345537140347914,6,8,12
0,0,0,0,0,0,43334,0,16329,None,None,0.01049101595481567,7,9,11
0,0,0,0,0,0,43664,0,23133,None,None,0.010600284973343064,9,10,12
0,0,0,0,0,0,8667,0,19024,None,None,0.010058873193798019,7,8,12
0,0,0,0,0,0,14793,0,22054,None,None,0.009561879859979036,8,9,11
0,0,0,0,0,0,12645,0,20559,None,None,0.010969386301450093,7,9,11
0,0,0,777,0,0,10160,0,24840,None,0.014272925679641333,0.00869642720209698,7,7,11
0,0,0,0,0,0,2582,0,23840,None,None,0.009575833677374865,6,9,12
0,0,0,14004,0,0,8768,0,21834,None,0.0161293440996781,0.008426136238034563,7,7,10
0,0,0,317,0,0,4136,0,25385,None,0.01730214254319175,0.00828803607490195,7,8,13
0,0,0,31848,0,0,2085,0,25480,None,0.015309371610708736,0.00909921357483283,7,7,14
0,0,0,38395,0,0,1498,0,27011,None,0.014723794891252057,0.009483444262045405,5,9,13
0,0,0,32759,0,0,2770,0,26170,None,0.016122147464139324,0.00899977644630194,8,8,13
0,0,0,38046,0,0,0,0,23945,None,0.015320305739184081,0.010158005450753757,8,8,13
0,0,0,39184,0,0,2084,0,24700,None,0.014908028867929246,0.00899522193989879,7,8,13
0,0,0,43158,0,0,5522,0,25666,None,0.01620557500353292,0.006891783773729713,7,8,12
0,0,0,45939,0,0,3837,0,24756,None,0.014265794358717634,0.0079145914985669,8,9,13
0,0,0,37227,0,0,0,0,26291,None,0.016577309498061656,0.008903471514896559,6,8,11
0,0,0,37165,0,0,0,0,24393,None,0.014958316857875806,0.006765012383920171,7,8,11
0,0,0,41602,0,0,0,0,25204,None,0.014960981710830618,0.008161190545741956,8,7,15
0,0,0,31161,0,0,0,0,24757,None,0.0164703027022501,0.00715177021874673,7,7,13
0,0,0,29442,0,0,0,0,26972,None,0.01392938872523057,0.009338892428465806,7,8,13
0,0,0,30304,0,0,0,0,23523,None,0.016292475155424178,0.00884859724739426,8,9,11
0,0,0,36921,0,0,0,0,27016,None,0.013262184792265642,0.008268350746947976,8,7,13
0,0,0,47180,0,0,0,0,25460,None,0.015856012466190488,0.008601111754726987,7,7,14
0,0,0,34676,0,0,0,0,25438,None,0.01702676235960618,0.007813472919584879,7,9,12
0.0,0.0,9687.0,34766.0,0.0,0.0,0.0,0.0,25319.0,0.022987869246644976,0.017807420358140508,0.0082295605849494,7.0,8.0,14.0
0.0,0.0,10384.0,34707.0,0.0,0.0,0.0,0.0,23756.0,0.0210145878486339,0.01661154155859973,0.007798672078650126,7.0,9.0,12.0
0.0,0.0,7398.0,44700.0,0.0,0.0,0.0,0.0,24060.0,0.019109653628843763,0.016491887137963387,0.00815627122673065,7.0,8.0,12.0
0.0,0.0,4865.0,29447.0,0.0,0.0,0.0,0.0,26000.0,0.022134638620539236,0.015349209542300499,0.009370941052792977,8.0,7.0,11.0
0.0,0.0,64.0,38443.0,0.0,0.0,0.0,0.0,24409.0,0.02705002094023238,0.017914669352776434,0.007570954825814704,8.0,8.0,12.0
0.0,0.0,6593.0,37563.0,0.0,0.0,0.0,0.0,26805.0,0.019617572602148012,0.014732579441189253,0.007092472702206266,6.0,3.0,14.0
0.0,0.0,965.0,36717.0,0.0,0.0,0.0,0.0,23847.0,0.024030052384582026,0.017392002455330367,0.005522667369888561,8.0,7.0,14.0
0.0,0.0,9385.0,32204.0,0.0,0.0,0.0,0.0,18189.0,0.020110852344001853,0.01828583878400752,0.007929826268878719,5.0,7.0,14.0
0.0,0.0,3698.0,26490.0,0.0,0.0,0.0,0.0,25005.0,0.0221433692180227,0.01835227515971949,0.009022285402722905,8.0,6.0,11.0
0.0,0.0,9741.0,12095.0,0.0,0.0,0.0,0.0,21436.0,0.02435316427718707,0.018911672364312262,0.0071908904317901,6.0,7.0,13.0
0.0,0.0,4478.0,31853.0,0.0,0.0,0.0,0.0,23014.0,0.025145429991152716,0.016331650652861913,0.008144253436658295,7.0,4.0,14.0
0.0,0.0,1785.0,24887.0,0.0,0.0,0.0,0.0,23823.0,0.025035807636696463,0.014572618549858012,0.007519198760507405,8.0,8.0,15.0
0.0,0.0,12910.0,22484.0,0.0,0.0,0.0,0.0,22544.0,0.019924603029929665,0.018188496587980586,0.0070604719155083935,14.0,15.0,15.0
