,UE1: web-rtc,UE1: sipp,UE1: web-server,UE2: web-rtc,UE2: sipp,UE2: web-server,UE3: web-rtc,UE3: sipp,UE3: web-server,UE1-Jitter,UE2-Jitter,UE3-Jitter,UE1-CQI,UE2-CQI,UE3-CQI
16577.69,0.0,-2252.18,-5711.3,27389.08,0.0,4404.84,0.0,4209.12,0.03,0.02,0.0,6.97,8.74,14.74
16688.86,0.0,-3710.68,-7095.22,26581.92,0.0,3225.2,-0.0,-88.58,0.03,0.01,-0.0,7.35,8.66,14.96
17078.7,-0.0,-3725.46,-6949.26,24350.55,0.0,3049.67,-0.0,-1666.44,0.03,0.01,-0.0,7.67,9.24,15.16
11071.86,-0.0,-2128.08,-5492.14,24328.0,0.0,611.08,-0.0,-382.1,0.03,0.01,-0.0,7.42,10.15,15.07
11907.97,-0.0,-3250.61,-7040.44,22901.12,0.0,-811.98,0.0,-74.08,0.03,0.01,-0.0,8.51,11.22,15.0
11578.6,-0.0,-4643.54,-8986.52,21514.68,0.0,696.8,-0.0,-486.85,0.03,0.01,-0.0,9.19,11.42,14.89
8733.34,-0.0,-31.13,-7019.77,22073.1,0.0,173.63,-0.0,-28.91,0.03,0.01,0.0,9.21,11.37,14.45
4925.86,0.0,3570.5,-4103.44,27833.62,0.0,2160.87,0.0,5784.89,0.03,0.02,0.0,9.44,11.8,14.1
1814.44,0.0,6512.6,-2290.92,32803.54,0.0,3624.8,0.0,7582.18,0.03,0.02,0.0,10.47,12.96,14.33
539.78,0.0,4501.54,-3668.07,34444.4,0.0,6724.44,0.0,8794.86,0.03,0.02,0.0,11.54,13.32,14.29
-406.03,0.0,8276.95,-2496.51,33640.96,0.0,6376.73,0.0,4944.87,0.03,0.02,0.0,11.58,13.45,14.33
3778.63,0.0,4921.36,-3584.07,32474.08,0.0,5435.76,0.0,3344.38,0.03,0.02,0.0,12.25,12.73,13.87
6328.17,0.0,4670.15,-4355.6,31799.79,0.0,4110.09,-0.0,2531.35,0.03,0.02,0.0,11.97,12.32,13.72
9171.9,0.0,6048.19,-6208.6,32432.15,0.0,5155.85,0.0,2856.14,0.03,0.02,0.0,12.34,12.84,13.82
1791.79,0.0,7327.55,-1458.59,32928.05,0.0,5795.39,0.0,7810.07,0.03,0.02,0.0,12.82,13.94,14.3
4604.46,0.0,2475.78,1900.71,31971.16,0.0,6347.33,0.0,6006.29,0.03,0.02,0.0,14.3,13.87,14.35
5877.45,0.0,-1909.2,14474.8,25639.0,0.0,17278.38,0.0,8173.21,0.02,0.02,0.0,14.64,14.04,14.88
3507.68,0.0,-3609.68,13747.36,23671.03,0.0,16783.79,0.0,5040.37,0.02,0.02,0.0,13.07,12.73,14.49
5055.35,0.0,-2861.78,8736.63,25053.96,0.0,12168.29,0.0,2757.36,0.02,0.02,0.0,12.66,11.92,14.15
4192.92,0.0,-2860.55,7346.86,26206.64,0.0,10185.73,0.0,3296.81,0.02,0.02,0.0,12.62,11.9,14.23
-4720.67,0.0,915.81,20657.7,22658.66,0.0,23860.84,0.0,5869.57,0.02,0.02,0.0,11.48,12.39,14.77
-5144.42,0.0,670.96,30284.31,12014.08,-0.0,37559.8,0.0,14124.25,0.01,0.02,0.01,12.33,13.53,13.78
1815.21,0.0,3170.19,32469.24,9603.98,0.0,30506.43,0.0,12971.01,0.0,0.02,0.01,13.09,12.96,11.8
1643.92,0.0,2029.04,33573.88,2782.91,-0.0,36481.33,0.0,18422.84,0.0,0.02,0.01,12.31,12.52,11.76
2367.0,0.0,3014.82,29124.76,58.62,-0.0,35282.5,0.0,17846.99,0.0,0.02,0.01,11.0,10.33,12.38
1870.81,0.0,4049.94,22105.48,-527.0,-0.0,29619.92,0.0,12364.6,0.01,0.01,0.01,8.71,8.42,13.38
2286.34,0.0,3702.97,23541.21,-230.88,-0.0,34029.29,0.0,10110.86,0.01,0.01,0.01,8.57,7.85,13.54
1638.54,0.0,1781.4,20870.78,53.27,-0.0,28746.96,0.0,6712.45,0.01,0.01,0.01,8.11,6.71,13.49
1948.3,0.0,700.06,30199.76,567.32,-0.0,39526.06,0.0,9215.92,0.01,0.01,0.01,8.55,7.15,13.66
2182.01,0.0,1088.87,27119.38,57.59,-0.0,40343.24,0.0,8650.33,0.01,0.01,0.01,7.86,6.83,13.71
3043.39,0.0,2488.94,32951.43,827.68,-0.0,56438.08,0.0,9467.35,0.0,0.01,0.01,7.55,6.89,14.08
2491.57,0.0,360.32,28124.31,1882.92,-0.0,41973.2,0.0,6770.24,0.01,0.01,0.01,7.87,6.52,13.79
1675.65,0.0,1094.19,19817.99,1560.32,-0.0,28160.91,0.0,4407.64,0.01,0.01,0.01,8.22,6.39,13.64
2520.21,0.0,-234.95,23394.82,2479.96,-0.0,29613.22,0.0,4730.3,0.01,0.01,0.01,7.83,6.64,13.41
2833.37,0.0,-1692.77,27500.3,4734.25,-0.0,31777.04,0.0,4938.82,0.01,0.01,0.01,8.14,6.59,13.4
2833.37,0.0,-1692.77,27500.3,4734.25,-0.0,31777.04,0.0,4938.82,0.01,0.01,0.01,8.14,6.59,13.4
2579.43,0.0,-3243.55,30941.55,8560.88,-0.0,29189.52,0.0,4856.96,0.01,0.01,0.01,9.5,6.67,13.6
3155.38,0.0,-5438.38,42705.85,11693.9,-0.0,41314.35,0.0,6773.9,0.0,0.02,0.01,10.29,7.16,14.07
3155.38,0.0,-5438.38,42705.85,11693.9,-0.0,41314.35,0.0,6773.9,0.0,0.02,0.01,10.29,7.16,14.07
3420.28,0.0,-7345.52,51433.82,14304.07,-0.0,54799.94,0.0,8502.66,-0.0,0.02,0.01,10.94,7.52,14.39
3920.24,0.0,-7761.48,65966.5,11620.05,-0.0,79174.54,0.0,11731.46,-0.01,0.02,0.01,9.97,7.27,14.93
3920.24,0.0,-7761.48,65966.5,11620.05,-0.0,79174.54,0.0,11731.46,-0.01,0.02,0.01,9.97,7.27,14.93
2857.99,0.0,-4861.96,37987.18,12894.79,-0.0,34209.28,0.0,5919.44,0.01,0.01,0.01,10.85,7.26,13.69
2751.41,0.0,-3487.15,36698.84,8162.55,-0.0,41592.88,0.0,6492.91,0.0,0.01,0.01,9.45,6.7,13.8
2751.41,0.0,-3487.15,36698.84,8162.55,-0.0,41592.88,0.0,6492.91,0.0,0.01,0.01,9.45,6.7,13.8
3098.23,0.0,-6280.93,50255.22,13008.74,-0.0,61690.54,0.0,8963.57,-0.0,0.02,0.01,10.69,7.24,14.38
3687.14,0.0,-2691.64,42146.41,5833.7,-0.0,56736.56,0.0,7910.83,-0.0,0.01,0.01,8.06,6.72,13.93
4412.24,0.0,-4532.89,44583.49,7318.34,-0.0,61707.74,0.0,8644.79,-0.0,0.01,0.01,7.7,6.78,13.76
2647.26,0.0,-3035.94,42230.74,7296.73,-0.0,53816.81,0.0,7752.21,0.0,0.01,0.01,9.41,6.51,14.32
2647.26,0.0,-3035.94,42230.74,7296.73,-0.0,53816.81,0.0,7752.21,0.0,0.01,0.01,9.41,6.51,14.32
1864.11,0.0,-3902.95,40052.49,10976.29,-0.0,39021.29,0.0,6478.07,0.01,0.01,0.01,11.22,7.03,14.31
1420.1,0.0,-4971.56,45714.22,12423.24,-0.0,52306.31,0.0,7832.51,0.0,0.02,0.01,11.8,6.82,14.92
-209.27,0.0,-3661.61,41417.3,10509.64,-0.0,43317.98,0.0,7695.51,0.01,0.02,0.01,12.44,7.03,14.8
-209.27,0.0,-3661.61,41417.3,10509.64,-0.0,43317.98,0.0,7695.51,0.01,0.02,0.01,12.44,7.03,14.8
-2612.2,0.0,-1730.47,35698.56,8911.71,-0.0,40147.3,0.0,7968.94,0.01,0.01,0.01,13.57,6.87,14.84
-2435.99,0.0,2051.83,29266.55,5295.99,-0.0,39919.53,0.0,6114.37,0.02,0.01,0.01,13.11,6.42,14.9
-2435.99,0.0,2051.83,29266.55,5295.99,-0.0,39919.53,0.0,6114.37,0.02,0.01,0.01,13.11,6.42,14.9
-1869.38,0.0,1026.37,31513.77,2121.24,-0.0,74702.57,0.0,10680.35,0.01,0.01,0.01,10.97,6.75,14.49
1404.52,0.0,4875.02,21546.41,-1602.62,-0.0,57954.56,0.0,9486.01,0.01,0.01,0.01,9.41,6.8,13.97
14.87,0.0,9940.62,15314.78,820.71,0.0,58017.58,0.0,5878.03,0.02,0.01,0.01,10.28,6.44,14.55
545.33,0.0,12655.05,10052.4,888.23,0.0,43417.98,0.0,4630.7,0.02,0.01,0.01,9.77,6.9,14.61
1544.05,0.0,13196.24,-3680.73,463.22,-0.0,65509.58,0.0,6575.3,0.02,0.01,0.01,7.48,6.2,13.99
2518.75,0.0,5561.98,2155.4,-711.22,-0.0,38835.54,0.0,8708.84,0.01,0.01,0.01,7.73,6.61,13.51
2518.75,0.0,5561.98,2155.4,-711.22,-0.0,38835.54,0.0,8708.84,0.01,0.01,0.01,7.73,6.61,13.51
1646.34,0.0,2934.57,28910.4,-82.4,0.0,24072.35,0.0,6323.69,0.01,0.01,0.01,9.97,7.49,13.49
-1962.27,-0.0,8238.28,26365.74,-4916.0,0.0,8420.49,0.0,6091.14,0.02,0.01,0.01,11.47,7.71,14.46
-599.34,-0.0,3983.09,26122.23,-1491.76,0.0,12127.95,0.0,7204.43,0.02,0.01,0.01,10.59,7.5,13.99
-2510.66,-0.0,9525.77,36266.99,-5593.53,0.0,-3796.87,0.0,5963.0,0.02,0.01,0.0,11.02,8.49,14.71
-2510.66,-0.0,9525.77,36266.99,-5593.53,0.0,-3796.87,0.0,5963.0,0.02,0.01,0.0,11.02,8.49,14.71
-1778.67,-0.0,7109.79,27607.68,-4424.74,0.0,-406.1,0.0,5056.92,0.02,0.01,0.0,9.98,7.71,14.4
-489.34,-0.0,10713.72,34041.44,-4375.64,0.0,5481.11,0.0,5837.05,0.02,0.01,0.0,9.88,8.46,14.42
238.14,-0.0,8086.52,34782.42,-3236.83,0.0,1900.0,0.0,9016.3,0.01,0.01,0.0,7.04,8.5,14.15
1696.41,-0.0,10531.26,31212.27,-4042.53,0.0,10144.27,0.0,5114.32,0.01,0.01,0.0,7.55,8.68,14.02
630.74,-0.0,5837.7,23189.17,-559.69,0.0,1686.22,0.0,4394.76,0.01,0.01,0.01,7.93,8.12,13.84
630.74,-0.0,5837.7,23189.17,-559.69,0.0,1686.22,0.0,4394.76,0.01,0.01,0.01,7.93,8.12,13.84
-171.79,-0.0,3103.7,42998.48,-4142.9,0.0,-2742.69,0.0,10573.84,0.01,0.02,0.01,7.75,9.95,14.33
527.56,-0.0,1691.42,45222.49,-4361.01,0.0,-1498.3,0.0,9341.54,0.0,0.02,0.01,8.2,10.44,14.17
38.86,0.0,1270.03,55617.4,-3972.47,0.0,6299.64,0.0,17092.35,0.0,0.02,0.01,8.41,10.86,13.74
374.04,-0.0,1014.13,43808.62,-2349.76,0.0,2849.22,0.0,13249.82,0.01,0.02,0.01,9.96,11.02,14.09
-2140.2,-0.0,4396.14,47661.08,99.22,0.0,-3009.16,0.0,19070.01,0.01,0.01,0.01,11.92,10.43,14.56
-255.86,-0.0,4851.94,46934.96,1180.95,0.0,525.92,0.0,18763.43,0.01,0.01,0.01,12.42,10.88,13.93
-255.86,-0.0,4851.94,46934.96,1180.95,0.0,525.92,0.0,18763.43,0.01,0.01,0.01,12.42,10.88,13.93
559.68,-0.0,9064.18,39183.34,1271.54,0.0,7967.55,0.0,12484.99,0.01,0.01,0.01,10.81,9.17,14.52
637.61,-0.0,13798.67,35989.34,1003.65,0.0,9600.78,0.0,13475.47,0.02,0.01,0.01,8.86,8.6,15.01
-1110.21,-0.0,20574.41,44701.4,-336.9,0.0,304.74,0.0,21211.28,0.02,0.01,0.01,9.2,9.52,15.61
1298.23,-0.0,22712.93,45181.58,2551.17,0.0,6770.13,0.0,26352.98,0.02,0.02,0.01,7.84,8.41,15.37
1298.23,-0.0,22712.93,45181.58,2551.17,0.0,6770.13,0.0,26352.98,0.02,0.02,0.01,7.84,8.41,15.37
-930.76,-0.0,22167.14,47786.82,684.58,0.0,1220.57,0.0,26234.68,0.02,0.02,0.01,8.11,9.33,14.9
337.99,-0.0,20905.72,51739.69,2494.77,0.0,3940.46,0.0,27163.53,0.02,0.02,0.01,7.49,7.91,14.83
-1680.32,-0.0,19820.86,42497.94,183.91,0.0,3245.06,0.0,25550.65,0.02,0.01,0.01,9.65,10.98,13.17
-890.35,-0.0,20413.24,38830.3,-207.16,0.0,3697.65,0.0,25676.38,0.02,0.02,0.01,10.24,12.33,11.93
-890.35,-0.0,20413.24,38830.3,-207.16,0.0,3697.65,0.0,25676.38,0.02,0.02,0.01,10.24,12.33,11.93
-893.4,-0.0,19138.61,27773.58,1043.07,0.0,3255.45,0.0,18506.04,0.02,0.02,0.01,9.52,12.36,12.07
-399.57,-0.0,16079.4,30786.34,1809.33,0.0,4465.73,0.0,22663.53,0.01,0.02,0.01,8.79,11.98,13.2
-460.37,-0.0,17178.68,33582.73,143.28,0.0,2321.45,0.0,20567.8,0.01,0.02,0.01,10.26,12.35,13.01
1214.22,-0.0,17516.93,35917.92,3656.56,0.0,-484.35,0.0,18941.38,0.02,0.02,0.01,11.15,13.94,10.94
492.62,-0.0,15520.13,35639.68,3573.94,0.0,873.3,0.0,17487.85,0.02,0.02,0.01,10.75,13.67,12.06
-482.97,-0.0,12288.08,36725.55,660.86,0.0,961.29,0.0,13480.51,0.01,0.02,0.01,11.79,13.79,11.71
-482.97,-0.0,12288.08,36725.55,660.86,0.0,961.29,0.0,13480.51,0.01,0.02,0.01,11.79,13.79,11.71
-762.45,-0.0,10980.14,34430.16,-283.55,0.0,1191.5,0.0,13170.83,0.01,0.02,0.01,12.35,13.82,11.16
42.68,-0.0,11352.92,36375.38,-2688.03,0.0,2867.86,0.0,20951.33,0.01,0.02,0.01,14.26,14.13,10.53
-481.38,-0.0,13983.14,35492.7,-4611.3,0.0,3402.12,0.0,18715.82,0.02,0.02,0.0,14.89,13.76,10.62
-1154.32,-0.0,11390.77,33842.17,-3994.43,0.0,1885.44,0.0,15857.74,0.02,0.02,0.0,14.85,14.2,10.55
-1154.32,-0.0,11390.77,33842.17,-3994.43,0.0,1885.44,0.0,15857.74,0.02,0.02,0.0,14.85,14.2,10.55
-1531.24,-0.0,8335.84,30682.03,-1805.18,0.0,3325.41,0.0,10397.13,0.02,0.02,0.0,14.58,14.96,9.85
-378.71,-0.0,10516.55,37989.21,-3793.91,0.0,65.57,0.0,11367.52,0.02,0.01,0.0,15.76,12.81,10.5
-488.69,-0.0,14023.95,32811.05,-6056.31,0.0,3684.07,0.0,12631.93,0.02,0.01,0.0,16.01,13.34,10.3
-488.69,-0.0,14023.95,32811.05,-6056.31,0.0,3684.07,0.0,12631.93,0.02,0.01,0.0,16.01,13.34,10.3
-2451.47,-0.0,12009.81,20022.43,-6199.3,0.0,3314.68,0.0,2417.32,0.02,0.01,0.0,14.66,13.06,11.63
-481.59,-0.0,9228.79,26510.1,-2466.09,0.0,-155.33,0.0,3704.8,0.02,0.01,0.0,14.47,12.82,11.12
-481.59,-0.0,9228.79,26510.1,-2466.09,0.0,-155.33,0.0,3704.8,0.02,0.01,0.0,14.47,12.82,11.12
