Packet_Num,Time,Source,Destination,Protocol
"5359","1461.921917","192.168.3.102","192.168.20.2","SIP"
"5362","1461.922615","192.168.3.102","192.168.20.2","SIP"
"5369","1461.957913","192.168.3.102","192.168.20.2","SIP"
"5370","1461.957935","192.168.3.102","192.168.20.2","SIP"
"5373","1461.958903","192.168.3.102","192.168.20.2","SIP"
"5374","1461.958936","192.168.3.102","192.168.20.2","SIP"
"5378","1461.987057","192.168.3.102","192.168.20.2","SIP"
"5381","1461.987685","192.168.3.102","192.168.20.2","SIP"
"5383","1462.006875","192.168.3.102","192.168.20.2","SIP"
"5387","1462.096026","192.168.3.102","192.168.20.2","SIP"
"5391","1462.096946","192.168.3.102","192.168.20.2","SIP"
"5393","1462.096989","192.168.3.102","192.168.20.2","SIP"
"5396","1462.097886","192.168.3.102","192.168.20.2","SIP"
"5398","1462.097926","192.168.3.102","192.168.20.2","SIP"
"5401","1462.106773","192.168.3.102","192.168.20.2","SIP"
"5405","1462.127043","192.168.3.102","192.168.20.2","SIP"
"5409","1462.127946","192.168.3.102","192.168.20.2","SIP"
"5411","1462.128732","192.168.3.102","192.168.20.2","SIP"
"5415","1462.191049","192.168.3.102","192.168.20.2","SIP"
"5416","1462.191086","192.168.3.102","192.168.20.2","SIP"
"5419","1462.191949","192.168.3.102","192.168.20.2","SIP"
"5422","1462.192647","192.168.3.102","192.168.20.2","SIP"
"5429","1462.227934","192.168.3.102","192.168.20.2","SIP"
"5430","1462.227956","192.168.3.102","192.168.20.2","SIP"
"5433","1462.228823","192.168.3.102","192.168.20.2","SIP"
"5434","1462.228867","192.168.3.102","192.168.20.2","SIP"
"5438","1462.257141","192.168.3.102","192.168.20.2","SIP"
"5441","1462.25763","192.168.3.102","192.168.20.2","SIP"
"5443","1462.276873","192.168.3.102","192.168.20.2","SIP"
"5447","1462.36606","192.168.3.102","192.168.20.2","SIP"
"5451","1462.367039","192.168.3.102","192.168.20.2","SIP"
"5453","1462.367098","192.168.3.102","192.168.20.2","SIP"
"5456","1462.367922","192.168.3.102","192.168.20.2","SIP"
"5458","1462.367973","192.168.3.102","192.168.20.2","SIP"
"5461","1462.376831","192.168.3.102","192.168.20.2","SIP"
"5465","1462.396943","192.168.3.102","192.168.20.2","SIP"
"5469","1462.397988","192.168.3.102","192.168.20.2","SIP"
"5471","1462.398759","192.168.3.102","192.168.20.2","SIP"
"5475","1462.461107","192.168.3.102","192.168.20.2","SIP"
"5476","1462.461147","192.168.3.102","192.168.20.2","SIP"
"5479","1462.462006","192.168.3.102","192.168.20.2","SIP"
"5482","1462.462612","192.168.3.102","192.168.20.2","SIP"
"5486","1462.497082","192.168.3.102","192.168.20.2","SIP"
"5490","1462.498036","192.168.3.102","192.168.20.2","SIP"
"5493","1462.498854","192.168.3.102","192.168.20.2","SIP"
"5494","1462.49889","192.168.3.102","192.168.20.2","SIP"
"5498","1462.527236","192.168.3.102","192.168.20.2","SIP"
"5501","1462.527809","192.168.3.102","192.168.20.2","SIP"
"5503","1462.546895","192.168.3.102","192.168.20.2","SIP"
"5507","1462.636089","192.168.3.102","192.168.20.2","SIP"
"5511","1462.636993","192.168.3.102","192.168.20.2","SIP"
"5513","1462.63705","192.168.3.102","192.168.20.2","SIP"
"5516","1462.638","192.168.3.102","192.168.20.2","SIP"
"5518","1462.638052","192.168.3.102","192.168.20.2","SIP"
"5521","1462.646862","192.168.3.102","192.168.20.2","SIP"
"5525","1462.667026","192.168.3.102","192.168.20.2","SIP"
"5529","1462.667891","192.168.3.102","192.168.20.2","SIP"
"5531","1462.668724","192.168.3.102","192.168.20.2","SIP"
"5535","1462.731071","192.168.3.102","192.168.20.2","SIP"
"5536","1462.731113","192.168.3.102","192.168.20.2","SIP"
"5539","1462.731942","192.168.3.102","192.168.20.2","SIP"
"5542","1462.732627","192.168.3.102","192.168.20.2","SIP"
"5546","1462.767079","192.168.3.102","192.168.20.2","SIP"
"5550","1462.767965","192.168.3.102","192.168.20.2","SIP"
"5553","1462.768937","192.168.3.102","192.168.20.2","SIP"
"5554","1462.768974","192.168.3.102","192.168.20.2","SIP"
"5558","1462.797073","192.168.3.102","192.168.20.2","SIP"
"5561","1462.797747","192.168.3.102","192.168.20.2","SIP"
"5563","1462.816932","192.168.3.102","192.168.20.2","SIP"
"5567","1462.906013","192.168.3.102","192.168.20.2","SIP"
"5571","1462.906967","192.168.3.102","192.168.20.2","SIP"
"5573","1462.907048","192.168.3.102","192.168.20.2","SIP"
"5576","1462.907928","192.168.3.102","192.168.20.2","SIP"
"5578","1462.907973","192.168.3.102","192.168.20.2","SIP"
"5581","1462.926838","192.168.3.102","192.168.20.2","SIP"
"5586","1463.016086","192.168.3.102","192.168.20.2","SIP"
"5589","1463.016896","192.168.3.102","192.168.20.2","SIP"
"5593","1463.018009","192.168.3.102","192.168.20.2","SIP"
"5594","1463.018084","192.168.3.102","192.168.20.2","SIP"
"5598","1463.018986","192.168.3.102","192.168.20.2","SIP"
"5599","1463.019033","192.168.3.102","192.168.20.2","SIP"
"5602","1463.019788","192.168.3.102","192.168.20.2","SIP"
"5606","1463.082124","192.168.3.102","192.168.20.2","SIP"
"5611","1463.082967","192.168.3.102","192.168.20.2","SIP"
"5614","1463.083961","192.168.3.102","192.168.20.2","SIP"
"5615","1463.083992","192.168.3.102","192.168.20.2","SIP"
"5618","1463.084879","192.168.3.102","192.168.20.2","SIP"
"5620","1463.084936","192.168.3.102","192.168.20.2","SIP"
"5624","1463.117092","192.168.3.102","192.168.20.2","SIP"
"5628","1463.117924","192.168.3.102","192.168.20.2","SIP"
"5631","1463.118857","192.168.3.102","192.168.20.2","SIP"
"5632","1463.118891","192.168.3.102","192.168.20.2","SIP"
"5636","1463.147025","192.168.3.102","192.168.20.2","SIP"
"5639","1463.147763","192.168.3.102","192.168.20.2","SIP"
"5642","1463.177006","192.168.3.102","192.168.20.2","SIP"
"5645","1463.177714","192.168.3.102","192.168.20.2","SIP"
"5647","1463.196922","192.168.3.102","192.168.20.2","SIP"
"5651","1463.286009","192.168.3.102","192.168.20.2","SIP"
"5655","1463.286915","192.168.3.102","192.168.20.2","SIP"
"5657","1463.28698","192.168.3.102","192.168.20.2","SIP"
"5660","1463.287912","192.168.3.102","192.168.20.2","SIP"
"5662","1463.288019","192.168.3.102","192.168.20.2","SIP"
"5667","1463.351094","192.168.3.102","192.168.20.2","SIP"
"5669","1463.351143","192.168.3.102","192.168.20.2","SIP"
"5673","1463.351953","192.168.3.102","192.168.20.2","SIP"
"5676","1463.352934","192.168.3.102","192.168.20.2","SIP"
"5677","1463.352962","192.168.3.102","192.168.20.2","SIP"
"5680","1463.353899","192.168.3.102","192.168.20.2","SIP"
"5684","1463.387027","192.168.3.102","192.168.20.2","SIP"
"5688","1463.387953","192.168.3.102","192.168.20.2","SIP"
"5691","1463.388831","192.168.3.102","192.168.20.2","SIP"
"5692","1463.388873","192.168.3.102","192.168.20.2","SIP"
"5696","1463.417044","192.168.3.102","192.168.20.2","SIP"
"5699","1463.417736","192.168.3.102","192.168.20.2","SIP"
"5702","1463.447035","192.168.3.102","192.168.20.2","SIP"
"5705","1463.447785","192.168.3.102","192.168.20.2","SIP"
"5707","1463.466837","192.168.3.102","192.168.20.2","SIP"
"5711","1463.556066","192.168.3.102","192.168.20.2","SIP"
"5715","1463.556977","192.168.3.102","192.168.20.2","SIP"
"5717","1463.557032","192.168.3.102","192.168.20.2","SIP"
"5720","1463.557919","192.168.3.102","192.168.20.2","SIP"
"5722","1463.557992","192.168.3.102","192.168.20.2","SIP"
"5727","1463.621124","192.168.3.102","192.168.20.2","SIP"
"5729","1463.621173","192.168.3.102","192.168.20.2","SIP"
"5733","1463.62203","192.168.3.102","192.168.20.2","SIP"
"5736","1463.622963","192.168.3.102","192.168.20.2","SIP"
"5737","1463.622996","192.168.3.102","192.168.20.2","SIP"
"5740","1463.623831","192.168.3.102","192.168.20.2","SIP"
"5744","1463.65706","192.168.3.102","192.168.20.2","SIP"
"5748","1463.657976","192.168.3.102","192.168.20.2","SIP"
"5751","1463.658854","192.168.3.102","192.168.20.2","SIP"
"5752","1463.658887","192.168.3.102","192.168.20.2","SIP"
"5756","1463.687059","192.168.3.102","192.168.20.2","SIP"
"5759","1463.687653","192.168.3.102","192.168.20.2","SIP"
"5762","1463.717019","192.168.3.102","192.168.20.2","SIP"
"5765","1463.717666","192.168.3.102","192.168.20.2","SIP"
"5767","1463.736868","192.168.3.102","192.168.20.2","SIP"
"5771","1463.826094","192.168.3.102","192.168.20.2","SIP"
"5775","1463.826999","192.168.3.102","192.168.20.2","SIP"
"5777","1463.827066","192.168.3.102","192.168.20.2","SIP"
"5780","1463.827938","192.168.3.102","192.168.20.2","SIP"
"5782","1463.827983","192.168.3.102","192.168.20.2","SIP"
"5785","1463.836783","192.168.3.102","192.168.20.2","SIP"
"5789","1463.857036","192.168.3.102","192.168.20.2","SIP"
"5793","1463.858018","192.168.3.102","192.168.20.2","SIP"
"5795","1463.858794","192.168.3.102","192.168.20.2","SIP"
"5799","1463.921034","192.168.3.102","192.168.20.2","SIP"
"5800","1463.92107","192.168.3.102","192.168.20.2","SIP"
"5803","1463.921937","192.168.3.102","192.168.20.2","SIP"
"5806","1463.922637","192.168.3.102","192.168.20.2","SIP"
"5813","1463.958","192.168.3.102","192.168.20.2","SIP"
"5814","1463.958051","192.168.3.102","192.168.20.2","SIP"
"5817","1463.958941","192.168.3.102","192.168.20.2","SIP"
"5818","1463.958976","192.168.3.102","192.168.20.2","SIP"
"5822","1463.987096","192.168.3.102","192.168.20.2","SIP"
"5825","1463.987759","192.168.3.102","192.168.20.2","SIP"
"5827","1464.00691","192.168.3.102","192.168.20.2","SIP"
"5831","1464.096008","192.168.3.102","192.168.20.2","SIP"
"5835","1464.096922","192.168.3.102","192.168.20.2","SIP"
"5837","1464.096966","192.168.3.102","192.168.20.2","SIP"
"5840","1464.097862","192.168.3.102","192.168.20.2","SIP"
"5842","1464.097902","192.168.3.102","192.168.20.2","SIP"
"5845","1464.106721","192.168.3.102","192.168.20.2","SIP"
"5849","1464.127055","192.168.3.102","192.168.20.2","SIP"
"5853","1464.127971","192.168.3.102","192.168.20.2","SIP"
"5855","1464.12871","192.168.3.102","192.168.20.2","SIP"
"5859","1464.191102","192.168.3.102","192.168.20.2","SIP"
"5860","1464.191139","192.168.3.102","192.168.20.2","SIP"
"5863","1464.191917","192.168.3.102","192.168.20.2","SIP"
"5866","1464.192613","192.168.3.102","192.168.20.2","SIP"
"5870","1464.22705","192.168.3.102","192.168.20.2","SIP"
"5874","1464.228016","192.168.3.102","192.168.20.2","SIP"
"5877","1464.228849","192.168.3.102","192.168.20.2","SIP"
"5878","1464.228882","192.168.3.102","192.168.20.2","SIP"
"5882","1464.257123","192.168.3.102","192.168.20.2","SIP"
"5885","1464.257753","192.168.3.102","192.168.20.2","SIP"
"5887","1464.27688","192.168.3.102","192.168.20.2","SIP"
"5891","1464.366085","192.168.3.102","192.168.20.2","SIP"
"5895","1464.366969","192.168.3.102","192.168.20.2","SIP"
"5897","1464.36704","192.168.3.102","192.168.20.2","SIP"
"5900","1464.367966","192.168.3.102","192.168.20.2","SIP"
"5902","1464.36805","192.168.3.102","192.168.20.2","SIP"
"5905","1464.376871","192.168.3.102","192.168.20.2","SIP"
"5909","1464.396963","192.168.3.102","192.168.20.2","SIP"
"5913","1464.397972","192.168.3.102","192.168.20.2","SIP"
"5915","1464.398731","192.168.3.102","192.168.20.2","SIP"
"5919","1464.461045","192.168.3.102","192.168.20.2","SIP"
"5920","1464.461082","192.168.3.102","192.168.20.2","SIP"
"5923","1464.462003","192.168.3.102","192.168.20.2","SIP"
"5926","1464.462642","192.168.3.102","192.168.20.2","SIP"
"5930","1464.497062","192.168.3.102","192.168.20.2","SIP"
"5934","1464.497985","192.168.3.102","192.168.20.2","SIP"
"5937","1464.498871","192.168.3.102","192.168.20.2","SIP"
"5938","1464.498906","192.168.3.102","192.168.20.2","SIP"
"5942","1464.527073","192.168.3.102","192.168.20.2","SIP"
"5945","1464.527673","192.168.3.102","192.168.20.2","SIP"
"5947","1464.546938","192.168.3.102","192.168.20.2","SIP"
"5951","1464.636055","192.168.3.102","192.168.20.2","SIP"
"5955","1464.636973","192.168.3.102","192.168.20.2","SIP"
"5957","1464.637043","192.168.3.102","192.168.20.2","SIP"
"5960","1464.638016","192.168.3.102","192.168.20.2","SIP"
"5962","1464.638082","192.168.3.102","192.168.20.2","SIP"
"5965","1464.646884","192.168.3.102","192.168.20.2","SIP"
"5969","1464.667066","192.168.3.102","192.168.20.2","SIP"
"5973","1464.667964","192.168.3.102","192.168.20.2","SIP"
"5975","1464.6688","192.168.3.102","192.168.20.2","SIP"
"5979","1464.731108","192.168.3.102","192.168.20.2","SIP"
"5980","1464.731146","192.168.3.102","192.168.20.2","SIP"
"5983","1464.731907","192.168.3.102","192.168.20.2","SIP"
"5986","1464.73262","192.168.3.102","192.168.20.2","SIP"
"5990","1464.767053","192.168.3.102","192.168.20.2","SIP"
"5993","1464.768002","192.168.3.102","192.168.20.2","SIP"
"5995","1464.768051","192.168.3.102","192.168.20.2","SIP"
"5999","1464.768848","192.168.3.102","192.168.20.2","SIP"
"6002","1464.79699","192.168.3.102","192.168.20.2","SIP"
"6005","1464.797695","192.168.3.102","192.168.20.2","SIP"
"6007","1464.816854","192.168.3.102","192.168.20.2","SIP"
"6011","1464.906132","192.168.3.102","192.168.20.2","SIP"
"6015","1464.906985","192.168.3.102","192.168.20.2","SIP"
"6017","1464.907037","192.168.3.102","192.168.20.2","SIP"
"6020","1464.90799","192.168.3.102","192.168.20.2","SIP"
"6022","1464.908068","192.168.3.102","192.168.20.2","SIP"
"6025","1464.927061","192.168.3.102","192.168.20.2","SIP"
"6030","1465.01618","192.168.3.102","192.168.20.2","SIP"
"6033","1465.016964","192.168.3.102","192.168.20.2","SIP"
"6037","1465.018068","192.168.3.102","192.168.20.2","SIP"
"6038","1465.018137","192.168.3.102","192.168.20.2","SIP"
"6042","1465.018959","192.168.3.102","192.168.20.2","SIP"
"6043","1465.018989","192.168.3.102","192.168.20.2","SIP"
"6046","1465.019757","192.168.3.102","192.168.20.2","SIP"
"6050","1465.082115","192.168.3.102","192.168.20.2","SIP"
"6055","1465.082911","192.168.3.102","192.168.20.2","SIP"
"6058","1465.084012","192.168.3.102","192.168.20.2","SIP"
"6059","1465.084062","192.168.3.102","192.168.20.2","SIP"
"6061","1465.084857","192.168.3.102","192.168.20.2","SIP"
"6064","1465.08491","192.168.3.102","192.168.20.2","SIP"
"6068","1465.117045","192.168.3.102","192.168.20.2","SIP"
"6072","1465.117899","192.168.3.102","192.168.20.2","SIP"
"6075","1465.118834","192.168.3.102","192.168.20.2","SIP"
"6076","1465.118887","192.168.3.102","192.168.20.2","SIP"
"6080","1465.147096","192.168.3.102","192.168.20.2","SIP"
"6083","1465.147691","192.168.3.102","192.168.20.2","SIP"
"6086","1465.177114","192.168.3.102","192.168.20.2","SIP"
"6089","1465.177745","192.168.3.102","192.168.20.2","SIP"
"6091","1465.196798","192.168.3.102","192.168.20.2","SIP"
"6095","1465.286021","192.168.3.102","192.168.20.2","SIP"
"6099","1465.286981","192.168.3.102","192.168.20.2","SIP"
"6101","1465.287039","192.168.3.102","192.168.20.2","SIP"
"6104","1465.287974","192.168.3.102","192.168.20.2","SIP"
"6106","1465.288049","192.168.3.102","192.168.20.2","SIP"
"6111","1465.351076","192.168.3.102","192.168.20.2","SIP"
"6113","1465.351152","192.168.3.102","192.168.20.2","SIP"
"6117","1465.351979","192.168.3.102","192.168.20.2","SIP"
"6120","1465.352964","192.168.3.102","192.168.20.2","SIP"
"6121","1465.352997","192.168.3.102","192.168.20.2","SIP"
"6124","1465.35393","192.168.3.102","192.168.20.2","SIP"
"6128","1465.387056","192.168.3.102","192.168.20.2","SIP"
"6132","1465.387924","192.168.3.102","192.168.20.2","SIP"
"6135","1465.38896","192.168.3.102","192.168.20.2","SIP"
"6136","1465.389008","192.168.3.102","192.168.20.2","SIP"
"6140","1465.417065","192.168.3.102","192.168.20.2","SIP"
"6143","1465.417759","192.168.3.102","192.168.20.2","SIP"
"6146","1465.447234","192.168.3.102","192.168.20.2","SIP"
"6149","1465.447677","192.168.3.102","192.168.20.2","SIP"
"6151","1465.466827","192.168.3.102","192.168.20.2","SIP"
"6155","1465.556059","192.168.3.102","192.168.20.2","SIP"
"6159","1465.556999","192.168.3.102","192.168.20.2","SIP"
"6161","1465.557079","192.168.3.102","192.168.20.2","SIP"
"6164","1465.558009","192.168.3.102","192.168.20.2","SIP"
"6166","1465.558082","192.168.3.102","192.168.20.2","SIP"
"6171","1465.62111","192.168.3.102","192.168.20.2","SIP"
"6173","1465.621174","192.168.3.102","192.168.20.2","SIP"
"6177","1465.621998","192.168.3.102","192.168.20.2","SIP"
"6180","1465.622951","192.168.3.102","192.168.20.2","SIP"
"6181","1465.622978","192.168.3.102","192.168.20.2","SIP"
"6184","1465.623913","192.168.3.102","192.168.20.2","SIP"
"6188","1465.657045","192.168.3.102","192.168.20.2","SIP"
"6192","1465.65799","192.168.3.102","192.168.20.2","SIP"
"6194","1465.658856","192.168.3.102","192.168.20.2","SIP"
"6196","1465.658901","192.168.3.102","192.168.20.2","SIP"
"6200","1465.687055","192.168.3.102","192.168.20.2","SIP"
"6203","1465.687749","192.168.3.102","192.168.20.2","SIP"
"6206","1465.717053","192.168.3.102","192.168.20.2","SIP"
"6209","1465.717712","192.168.3.102","192.168.20.2","SIP"
"6211","1465.736922","192.168.3.102","192.168.20.2","SIP"
"6215","1465.826078","192.168.3.102","192.168.20.2","SIP"
"6219","1465.826989","192.168.3.102","192.168.20.2","SIP"
"6221","1465.827035","192.168.3.102","192.168.20.2","SIP"
"6224","1465.827941","192.168.3.102","192.168.20.2","SIP"
"6226","1465.828","192.168.3.102","192.168.20.2","SIP"
"6229","1465.836913","192.168.3.102","192.168.20.2","SIP"
"6233","1465.857013","192.168.3.102","192.168.20.2","SIP"
"6237","1465.857964","192.168.3.102","192.168.20.2","SIP"
"6239","1465.858724","192.168.3.102","192.168.20.2","SIP"
"6243","1465.921195","192.168.3.102","192.168.20.2","SIP"
"6244","1465.921302","192.168.3.102","192.168.20.2","SIP"
"6247","1465.921989","192.168.3.102","192.168.20.2","SIP"
"6250","1465.922781","192.168.3.102","192.168.20.2","SIP"
"6254","1465.957065","192.168.3.102","192.168.20.2","SIP"
"6258","1465.957935","192.168.3.102","192.168.20.2","SIP"
"6261","1465.958816","192.168.3.102","192.168.20.2","SIP"
"6262","1465.958863","192.168.3.102","192.168.20.2","SIP"
"6266","1465.987035","192.168.3.102","192.168.20.2","SIP"
"6269","1465.987671","192.168.3.102","192.168.20.2","SIP"
"6271","1466.006889","192.168.3.102","192.168.20.2","SIP"
"6275","1466.096088","192.168.3.102","192.168.20.2","SIP"
"6279","1466.096916","192.168.3.102","192.168.20.2","SIP"
"6281","1466.096961","192.168.3.102","192.168.20.2","SIP"
"6284","1466.097975","192.168.3.102","192.168.20.2","SIP"
"6286","1466.09803","192.168.3.102","192.168.20.2","SIP"
"6289","1466.10675","192.168.3.102","192.168.20.2","SIP"
"6293","1466.12703","192.168.3.102","192.168.20.2","SIP"
"6297","1466.127961","192.168.3.102","192.168.20.2","SIP"
"6299","1466.128745","192.168.3.102","192.168.20.2","SIP"
"6303","1466.191102","192.168.3.102","192.168.20.2","SIP"
"6304","1466.191138","192.168.3.102","192.168.20.2","SIP"
"6307","1466.191958","192.168.3.102","192.168.20.2","SIP"
"6310","1466.192814","192.168.3.102","192.168.20.2","SIP"
"6314","1466.227107","192.168.3.102","192.168.20.2","SIP"
"6318","1466.228034","192.168.3.102","192.168.20.2","SIP"
"6321","1466.228899","192.168.3.102","192.168.20.2","SIP"
"6322","1466.228931","192.168.3.102","192.168.20.2","SIP"
"6326","1466.257105","192.168.3.102","192.168.20.2","SIP"
"6329","1466.257721","192.168.3.102","192.168.20.2","SIP"
"6331","1466.276872","192.168.3.102","192.168.20.2","SIP"
"6335","1466.366116","192.168.3.102","192.168.20.2","SIP"
"6339","1466.366987","192.168.3.102","192.168.20.2","SIP"
"6341","1466.367047","192.168.3.102","192.168.20.2","SIP"
"6344","1466.367976","192.168.3.102","192.168.20.2","SIP"
"6346","1466.368017","192.168.3.102","192.168.20.2","SIP"
"6349","1466.376852","192.168.3.102","192.168.20.2","SIP"
"6353","1466.397048","192.168.3.102","192.168.20.2","SIP"
"6357","1466.397984","192.168.3.102","192.168.20.2","SIP"
"6359","1466.398769","192.168.3.102","192.168.20.2","SIP"
"6363","1466.461032","192.168.3.102","192.168.20.2","SIP"
"6364","1466.46109","192.168.3.102","192.168.20.2","SIP"
"6367","1466.462059","192.168.3.102","192.168.20.2","SIP"
"6370","1466.462802","192.168.3.102","192.168.20.2","SIP"
"6374","1466.49701","192.168.3.102","192.168.20.2","SIP"
"6378","1466.497921","192.168.3.102","192.168.20.2","SIP"
"6381","1466.498911","192.168.3.102","192.168.20.2","SIP"
"6382","1466.498947","192.168.3.102","192.168.20.2","SIP"
"6386","1466.527063","192.168.3.102","192.168.20.2","SIP"
"6389","1466.527661","192.168.3.102","192.168.20.2","SIP"
"6391","1466.546869","192.168.3.102","192.168.20.2","SIP"
"6395","1466.636048","192.168.3.102","192.168.20.2","SIP"
"6399","1466.637089","192.168.3.102","192.168.20.2","SIP"
"6401","1466.63717","192.168.3.102","192.168.20.2","SIP"
"6404","1466.638","192.168.3.102","192.168.20.2","SIP"
"6406","1466.638086","192.168.3.102","192.168.20.2","SIP"
"6409","1466.646825","192.168.3.102","192.168.20.2","SIP"
"6413","1466.667039","192.168.3.102","192.168.20.2","SIP"
"6417","1466.66796","192.168.3.102","192.168.20.2","SIP"
"6419","1466.668742","192.168.3.102","192.168.20.2","SIP"
"6423","1466.731168","192.168.3.102","192.168.20.2","SIP"
"6424","1466.731212","192.168.3.102","192.168.20.2","SIP"
"6427","1466.731976","192.168.3.102","192.168.20.2","SIP"
"6430","1466.73282","192.168.3.102","192.168.20.2","SIP"
"6434","1466.767087","192.168.3.102","192.168.20.2","SIP"
"6438","1466.767993","192.168.3.102","192.168.20.2","SIP"
"6441","1466.768777","192.168.3.102","192.168.20.2","SIP"
"6442","1466.768811","192.168.3.102","192.168.20.2","SIP"
"6446","1466.797086","192.168.3.102","192.168.20.2","SIP"
"6449","1466.797736","192.168.3.102","192.168.20.2","SIP"
"6451","1466.816903","192.168.3.102","192.168.20.2","SIP"
"6455","1466.90612","192.168.3.102","192.168.20.2","SIP"
"6459","1466.907163","192.168.3.102","192.168.20.2","SIP"
"6461","1466.907846","192.168.3.102","192.168.20.2","SIP"
"6464","1466.907972","192.168.3.102","192.168.20.2","SIP"
"6466","1466.908054","192.168.3.102","192.168.20.2","SIP"
"6469","1466.926947","192.168.3.102","192.168.20.2","SIP"
"6474","1467.016084","192.168.3.102","192.168.20.2","SIP"
"6477","1467.016941","192.168.3.102","192.168.20.2","SIP"
"6481","1467.017991","192.168.3.102","192.168.20.2","SIP"
"6482","1467.018037","192.168.3.102","192.168.20.2","SIP"
"6486","1467.018929","192.168.3.102","192.168.20.2","SIP"
"6487","1467.01896","192.168.3.102","192.168.20.2","SIP"
"6490","1467.019787","192.168.3.102","192.168.20.2","SIP"
"6494","1467.082147","192.168.3.102","192.168.20.2","SIP"
"6499","1467.083034","192.168.3.102","192.168.20.2","SIP"
"6502","1467.084035","192.168.3.102","192.168.20.2","SIP"
"6503","1467.084099","192.168.3.102","192.168.20.2","SIP"
"6506","1467.08497","192.168.3.102","192.168.20.2","SIP"
"6508","1467.085021","192.168.3.102","192.168.20.2","SIP"
"6512","1467.117131","192.168.3.102","192.168.20.2","SIP"
"6516","1467.117937","192.168.3.102","192.168.20.2","SIP"
"6520","1467.11882","192.168.3.102","192.168.20.2","SIP"
"6521","1467.11884","192.168.3.102","192.168.20.2","SIP"
"6524","1467.147033","192.168.3.102","192.168.20.2","SIP"
"6527","1467.147726","192.168.3.102","192.168.20.2","SIP"
"6530","1467.177134","192.168.3.102","192.168.20.2","SIP"
"6533","1467.177705","192.168.3.102","192.168.20.2","SIP"
"6535","1467.19689","192.168.3.102","192.168.20.2","SIP"
"6539","1467.286056","192.168.3.102","192.168.20.2","SIP"
"6543","1467.286919","192.168.3.102","192.168.20.2","SIP"
"6545","1467.286969","192.168.3.102","192.168.20.2","SIP"
"6548","1467.287961","192.168.3.102","192.168.20.2","SIP"
"6550","1467.288007","192.168.3.102","192.168.20.2","SIP"
"6555","1467.351166","192.168.3.102","192.168.20.2","SIP"
"6557","1467.351214","192.168.3.102","192.168.20.2","SIP"
"6561","1467.351916","192.168.3.102","192.168.20.2","SIP"
"6564","1467.352955","192.168.3.102","192.168.20.2","SIP"
"6565","1467.352987","192.168.3.102","192.168.20.2","SIP"
"6568","1467.353918","192.168.3.102","192.168.20.2","SIP"
"6572","1467.387152","192.168.3.102","192.168.20.2","SIP"
"6576","1467.387954","192.168.3.102","192.168.20.2","SIP"
"6579","1467.38889","192.168.3.102","192.168.20.2","SIP"
"6580","1467.388923","192.168.3.102","192.168.20.2","SIP"
"6584","1467.417109","192.168.3.102","192.168.20.2","SIP"
"6587","1467.417796","192.168.3.102","192.168.20.2","SIP"
"6590","1467.447099","192.168.3.102","192.168.20.2","SIP"
"6593","1467.447696","192.168.3.102","192.168.20.2","SIP"
"6595","1467.46692","192.168.3.102","192.168.20.2","SIP"
"6599","1467.556083","192.168.3.102","192.168.20.2","SIP"
"6603","1467.557048","192.168.3.102","192.168.20.2","SIP"
"6605","1467.55711","192.168.3.102","192.168.20.2","SIP"
"6608","1467.55805","192.168.3.102","192.168.20.2","SIP"
"6610","1467.558114","192.168.3.102","192.168.20.2","SIP"
"6615","1467.621081","192.168.3.102","192.168.20.2","SIP"
"6617","1467.621141","192.168.3.102","192.168.20.2","SIP"
"6621","1467.622036","192.168.3.102","192.168.20.2","SIP"
"6624","1467.622971","192.168.3.102","192.168.20.2","SIP"
"6625","1467.622998","192.168.3.102","192.168.20.2","SIP"
"6628","1467.623884","192.168.3.102","192.168.20.2","SIP"
"6632","1467.657177","192.168.3.102","192.168.20.2","SIP"
"6636","1467.657989","192.168.3.102","192.168.20.2","SIP"
"6639","1467.658871","192.168.3.102","192.168.20.2","SIP"
"6640","1467.658906","192.168.3.102","192.168.20.2","SIP"
"6644","1467.687131","192.168.3.102","192.168.20.2","SIP"
"6647","1467.687617","192.168.3.102","192.168.20.2","SIP"
"6650","1467.717124","192.168.3.102","192.168.20.2","SIP"
"6653","1467.717675","192.168.3.102","192.168.20.2","SIP"
"6655","1467.736882","192.168.3.102","192.168.20.2","SIP"
"6659","1467.826045","192.168.3.102","192.168.20.2","SIP"
"6663","1467.826974","192.168.3.102","192.168.20.2","SIP"
"6665","1467.827029","192.168.3.102","192.168.20.2","SIP"
"6668","1467.828002","192.168.3.102","192.168.20.2","SIP"
"6670","1467.828046","192.168.3.102","192.168.20.2","SIP"
"6673","1467.836825","192.168.3.102","192.168.20.2","SIP"
"6677","1467.857045","192.168.3.102","192.168.20.2","SIP"
"6681","1467.857982","192.168.3.102","192.168.20.2","SIP"
"6683","1467.858751","192.168.3.102","192.168.20.2","SIP"
"6687","1467.921047","192.168.3.102","192.168.20.2","SIP"
"6688","1467.921084","192.168.3.102","192.168.20.2","SIP"
"6691","1467.92197","192.168.3.102","192.168.20.2","SIP"
"6694","1467.922807","192.168.3.102","192.168.20.2","SIP"
"6698","1467.957161","192.168.3.102","192.168.20.2","SIP"
"6702","1467.958063","192.168.3.102","192.168.20.2","SIP"
"6705","1467.958975","192.168.3.102","192.168.20.2","SIP"
"6706","1467.959016","192.168.3.102","192.168.20.2","SIP"
"6710","1467.98711","192.168.3.102","192.168.20.2","SIP"
