Packet_Num,Time,Source,Destination,Protocol
"19","1264.442372","192.168.3.102","192.168.20.2","SIP"
"23","1264.476048","192.168.3.102","192.168.20.2","SIP"
"25","1264.555883","192.168.3.102","192.168.20.2","SIP"
"29","1264.585999","192.168.3.102","192.168.20.2","SIP"
"31","1264.647857","192.168.3.102","192.168.20.2","SIP"
"35","1264.683036","192.168.3.102","192.168.20.2","SIP"
"37","1264.744996","192.168.3.102","192.168.20.2","SIP"
"41","1264.775989","192.168.3.102","192.168.20.2","SIP"
"43","1264.855929","192.168.3.102","192.168.20.2","SIP"
"47","1264.88605","192.168.3.102","192.168.20.2","SIP"
"49","1264.948036","192.168.3.102","192.168.20.2","SIP"
"53","1264.983009","192.168.3.102","192.168.20.2","SIP"
"55","1265.044904","192.168.3.102","192.168.20.2","SIP"
"59","1265.075951","192.168.3.102","192.168.20.2","SIP"
"61","1265.155935","192.168.3.102","192.168.20.2","SIP"
"65","1265.185932","192.168.3.102","192.168.20.2","SIP"
"67","1265.247941","192.168.3.102","192.168.20.2","SIP"
"71","1265.282974","192.168.3.102","192.168.20.2","SIP"
"73","1265.344935","192.168.3.102","192.168.20.2","SIP"
"77","1265.375939","192.168.3.102","192.168.20.2","SIP"
"79","1265.455957","192.168.3.102","192.168.20.2","SIP"
"83","1265.485962","192.168.3.102","192.168.20.2","SIP"
"85","1265.548012","192.168.3.102","192.168.20.2","SIP"
"89","1265.582993","192.168.3.102","192.168.20.2","SIP"
"91","1265.644959","192.168.3.102","192.168.20.2","SIP"
"95","1265.675958","192.168.3.102","192.168.20.2","SIP"
"97","1265.755942","192.168.3.102","192.168.20.2","SIP"
"101","1265.786001","192.168.3.102","192.168.20.2","SIP"
"103","1265.847956","192.168.3.102","192.168.20.2","SIP"
"107","1265.883049","192.168.3.102","192.168.20.2","SIP"
"109","1265.944946","192.168.3.102","192.168.20.2","SIP"
"113","1265.976042","192.168.3.102","192.168.20.2","SIP"
"115","1266.055911","192.168.3.102","192.168.20.2","SIP"
"119","1266.085984","192.168.3.102","192.168.20.2","SIP"
"121","1266.14802","192.168.3.102","192.168.20.2","SIP"
"125","1266.182997","192.168.3.102","192.168.20.2","SIP"
"127","1266.244867","192.168.3.102","192.168.20.2","SIP"
"131","1266.276028","192.168.3.102","192.168.20.2","SIP"
"133","1266.355966","192.168.3.102","192.168.20.2","SIP"
"137","1266.386031","192.168.3.102","192.168.20.2","SIP"
"139","1266.44789","192.168.3.102","192.168.20.2","SIP"
"143","1266.482987","192.168.3.102","192.168.20.2","SIP"
"145","1266.544936","192.168.3.102","192.168.20.2","SIP"
"149","1266.57603","192.168.3.102","192.168.20.2","SIP"
"151","1266.65597","192.168.3.102","192.168.20.2","SIP"
"155","1266.686013","192.168.3.102","192.168.20.2","SIP"
"157","1266.747913","192.168.3.102","192.168.20.2","SIP"
"161","1266.782999","192.168.3.102","192.168.20.2","SIP"
"163","1266.844977","192.168.3.102","192.168.20.2","SIP"
"167","1266.876018","192.168.3.102","192.168.20.2","SIP"
"169","1266.955932","192.168.3.102","192.168.20.2","SIP"
"173","1266.986032","192.168.3.102","192.168.20.2","SIP"
"175","1267.047934","192.168.3.102","192.168.20.2","SIP"
"179","1267.082978","192.168.3.102","192.168.20.2","SIP"
"181","1267.144929","192.168.3.102","192.168.20.2","SIP"
"185","1267.175982","192.168.3.102","192.168.20.2","SIP"
"187","1267.255906","192.168.3.102","192.168.20.2","SIP"
"191","1267.286058","192.168.3.102","192.168.20.2","SIP"
"193","1267.347956","192.168.3.102","192.168.20.2","SIP"
"197","1267.382997","192.168.3.102","192.168.20.2","SIP"
"199","1267.444903","192.168.3.102","192.168.20.2","SIP"
"203","1267.476095","192.168.3.102","192.168.20.2","SIP"
"205","1267.555981","192.168.3.102","192.168.20.2","SIP"
"209","1267.586003","192.168.3.102","192.168.20.2","SIP"
"211","1267.647935","192.168.3.102","192.168.20.2","SIP"
"214","1267.676933","192.168.3.102","192.168.20.3","SIP"
"218","1267.68289","192.168.3.102","192.168.20.2","SIP"
"221","1267.70703","192.168.3.102","192.168.20.3","SIP"
"223","1267.744918","192.168.3.102","192.168.20.2","SIP"
"227","1267.775962","192.168.3.102","192.168.20.2","SIP"
"229","1267.786789","192.168.3.102","192.168.20.3","SIP"
"233","1267.817028","192.168.3.102","192.168.20.3","SIP"
"235","1267.855956","192.168.3.102","192.168.20.2","SIP"
"238","1267.876858","192.168.3.102","192.168.20.3","SIP"
"242","1267.885934","192.168.3.102","192.168.20.2","SIP"
"245","1267.90696","192.168.3.102","192.168.20.3","SIP"
"247","1267.947906","192.168.3.102","192.168.20.2","SIP"
"251","1267.982997","192.168.3.102","192.168.20.2","SIP"
"253","1267.98686","192.168.3.102","192.168.20.3","SIP"
"257","1268.017047","192.168.3.102","192.168.20.3","SIP"
"259","1268.044955","192.168.3.102","192.168.20.2","SIP"
"263","1268.076005","192.168.3.102","192.168.20.2","SIP"
"265","1268.076806","192.168.3.102","192.168.20.3","SIP"
"269","1268.106996","192.168.3.102","192.168.20.3","SIP"
"271","1268.155916","192.168.3.102","192.168.20.2","SIP"
"275","1268.185918","192.168.3.102","192.168.20.2","SIP"
"277","1268.186729","192.168.3.102","192.168.20.3","SIP"
"281","1268.216976","192.168.3.102","192.168.20.3","SIP"
"283","1268.247924","192.168.3.102","192.168.20.2","SIP"
"286","1268.276961","192.168.3.102","192.168.20.3","SIP"
"290","1268.2829","192.168.3.102","192.168.20.2","SIP"
"293","1268.307039","192.168.3.102","192.168.20.3","SIP"
"295","1268.344985","192.168.3.102","192.168.20.2","SIP"
"299","1268.375974","192.168.3.102","192.168.20.2","SIP"
"301","1268.386826","192.168.3.102","192.168.20.3","SIP"
"305","1268.417045","192.168.3.102","192.168.20.3","SIP"
"307","1268.455892","192.168.3.102","192.168.20.2","SIP"
"310","1268.476908","192.168.3.102","192.168.20.3","SIP"
"314","1268.485934","192.168.3.102","192.168.20.2","SIP"
"317","1268.506958","192.168.3.102","192.168.20.3","SIP"
"319","1268.547946","192.168.3.102","192.168.20.2","SIP"
"323","1268.58298","192.168.3.102","192.168.20.2","SIP"
"325","1268.586845","192.168.3.102","192.168.20.3","SIP"
"329","1268.616974","192.168.3.102","192.168.20.3","SIP"
"331","1268.644886","192.168.3.102","192.168.20.2","SIP"
"335","1268.675988","192.168.3.102","192.168.20.2","SIP"
"337","1268.676851","192.168.3.102","192.168.20.3","SIP"
"341","1268.706993","192.168.3.102","192.168.20.3","SIP"
"343","1268.755918","192.168.3.102","192.168.20.2","SIP"
"347","1268.785984","192.168.3.102","192.168.20.2","SIP"
"349","1268.786935","192.168.3.102","192.168.20.3","SIP"
"353","1268.817011","192.168.3.102","192.168.20.3","SIP"
"355","1268.847872","192.168.3.102","192.168.20.2","SIP"
"358","1268.876914","192.168.3.102","192.168.20.3","SIP"
"362","1268.883336","192.168.3.102","192.168.20.2","SIP"
"365","1268.907011","192.168.3.102","192.168.20.3","SIP"
"367","1268.944968","192.168.3.102","192.168.20.2","SIP"
"371","1268.976075","192.168.3.102","192.168.20.2","SIP"
"373","1268.986952","192.168.3.102","192.168.20.3","SIP"
"377","1269.017052","192.168.3.102","192.168.20.3","SIP"
"379","1269.055905","192.168.3.102","192.168.20.2","SIP"
"382","1269.076971","192.168.3.102","192.168.20.3","SIP"
"386","1269.08606","192.168.3.102","192.168.20.2","SIP"
"389","1269.106948","192.168.3.102","192.168.20.3","SIP"
"391","1269.14799","192.168.3.102","192.168.20.2","SIP"
"395","1269.182978","192.168.3.102","192.168.20.2","SIP"
"397","1269.186867","192.168.3.102","192.168.20.3","SIP"
"401","1269.216935","192.168.3.102","192.168.20.3","SIP"
"403","1269.244881","192.168.3.102","192.168.20.2","SIP"
"407","1269.275982","192.168.3.102","192.168.20.2","SIP"
"409","1269.276848","192.168.3.102","192.168.20.3","SIP"
"413","1269.306995","192.168.3.102","192.168.20.3","SIP"
"415","1269.355914","192.168.3.102","192.168.20.2","SIP"
"419","1269.385985","192.168.3.102","192.168.20.2","SIP"
"421","1269.386822","192.168.3.102","192.168.20.3","SIP"
"425","1269.417009","192.168.3.102","192.168.20.3","SIP"
"427","1269.447909","192.168.3.102","192.168.20.2","SIP"
"430","1269.476975","192.168.3.102","192.168.20.3","SIP"
"434","1269.482875","192.168.3.102","192.168.20.2","SIP"
"437","1269.507018","192.168.3.102","192.168.20.3","SIP"
"441","1269.544917","192.168.3.102","192.168.20.2","SIP"
"445","1269.576006","192.168.3.102","192.168.20.2","SIP"
"447","1269.586807","192.168.3.102","192.168.20.3","SIP"
"451","1269.617009","192.168.3.102","192.168.20.3","SIP"
"453","1269.65594","192.168.3.102","192.168.20.2","SIP"
"456","1269.676984","192.168.3.102","192.168.20.3","SIP"
"460","1269.686001","192.168.3.102","192.168.20.2","SIP"
"463","1269.706939","192.168.3.102","192.168.20.3","SIP"
"465","1269.747937","192.168.3.102","192.168.20.2","SIP"
"469","1269.782973","192.168.3.102","192.168.20.2","SIP"
"471","1269.786859","192.168.3.102","192.168.20.3","SIP"
"475","1269.817023","192.168.3.102","192.168.20.3","SIP"
"477","1269.844995","192.168.3.102","192.168.20.2","SIP"
"481","1269.876093","192.168.3.102","192.168.20.2","SIP"
"483","1269.876805","192.168.3.102","192.168.20.3","SIP"
"487","1269.906928","192.168.3.102","192.168.20.3","SIP"
"489","1269.955955","192.168.3.102","192.168.20.2","SIP"
"493","1269.985983","192.168.3.102","192.168.20.2","SIP"
"495","1269.986814","192.168.3.102","192.168.20.3","SIP"
"499","1270.017009","192.168.3.102","192.168.20.3","SIP"
"501","1270.047863","192.168.3.102","192.168.20.2","SIP"
"504","1270.076909","192.168.3.102","192.168.20.3","SIP"
"508","1270.082916","192.168.3.102","192.168.20.2","SIP"
"511","1270.106898","192.168.3.102","192.168.20.3","SIP"
"513","1270.144954","192.168.3.102","192.168.20.2","SIP"
"517","1270.176077","192.168.3.102","192.168.20.2","SIP"
"519","1270.186888","192.168.3.102","192.168.20.3","SIP"
"523","1270.216988","192.168.3.102","192.168.20.3","SIP"
"525","1270.255984","192.168.3.102","192.168.20.2","SIP"
"528","1270.276969","192.168.3.102","192.168.20.3","SIP"
"532","1270.286022","192.168.3.102","192.168.20.2","SIP"
"535","1270.306991","192.168.3.102","192.168.20.3","SIP"
"537","1270.34793","192.168.3.102","192.168.20.2","SIP"
"541","1270.383027","192.168.3.102","192.168.20.2","SIP"
"543","1270.386789","192.168.3.102","192.168.20.3","SIP"
"547","1270.417094","192.168.3.102","192.168.20.3","SIP"
"549","1270.444947","192.168.3.102","192.168.20.2","SIP"
"553","1270.475984","192.168.3.102","192.168.20.2","SIP"
"555","1270.476798","192.168.3.102","192.168.20.3","SIP"
"559","1270.506932","192.168.3.102","192.168.20.3","SIP"
"561","1270.555963","192.168.3.102","192.168.20.2","SIP"
"565","1270.586009","192.168.3.102","192.168.20.2","SIP"
"567","1270.586774","192.168.3.102","192.168.20.3","SIP"
"571","1270.616958","192.168.3.102","192.168.20.3","SIP"
"573","1270.647908","192.168.3.102","192.168.20.2","SIP"
"576","1270.676915","192.168.3.102","192.168.20.3","SIP"
"580","1270.682923","192.168.3.102","192.168.20.2","SIP"
"583","1270.706921","192.168.3.102","192.168.20.3","SIP"
"585","1270.745013","192.168.3.102","192.168.20.2","SIP"
"589","1270.776257","192.168.3.102","192.168.20.2","SIP"
"591","1270.786905","192.168.3.102","192.168.20.3","SIP"
"595","1270.817064","192.168.3.102","192.168.20.3","SIP"
"597","1270.856003","192.168.3.102","192.168.20.2","SIP"
"600","1270.876961","192.168.3.102","192.168.20.3","SIP"
"604","1270.886071","192.168.3.102","192.168.20.2","SIP"
"607","1270.907058","192.168.3.102","192.168.20.3","SIP"
"609","1270.94794","192.168.3.102","192.168.20.2","SIP"
"613","1270.983046","192.168.3.102","192.168.20.2","SIP"
"615","1270.986868","192.168.3.102","192.168.20.3","SIP"
"619","1271.017001","192.168.3.102","192.168.20.3","SIP"
"621","1271.045","192.168.3.102","192.168.20.2","SIP"
"625","1271.076042","192.168.3.102","192.168.20.2","SIP"
"627","1271.076851","192.168.3.102","192.168.20.3","SIP"
"631","1271.107042","192.168.3.102","192.168.20.3","SIP"
"633","1271.15597","192.168.3.102","192.168.20.2","SIP"
"637","1271.185975","192.168.3.102","192.168.20.2","SIP"
"639","1271.186829","192.168.3.102","192.168.20.3","SIP"
"643","1271.216965","192.168.3.102","192.168.20.3","SIP"
"645","1271.247922","192.168.3.102","192.168.20.2","SIP"
"648","1271.276867","192.168.3.102","192.168.20.3","SIP"
"652","1271.28295","192.168.3.102","192.168.20.2","SIP"
"655","1271.306975","192.168.3.102","192.168.20.3","SIP"
"657","1271.344884","192.168.3.102","192.168.20.2","SIP"
"661","1271.376006","192.168.3.102","192.168.20.2","SIP"
"663","1271.386819","192.168.3.102","192.168.20.3","SIP"
"667","1271.416997","192.168.3.102","192.168.20.3","SIP"
"669","1271.455938","192.168.3.102","192.168.20.2","SIP"
"672","1271.476909","192.168.3.102","192.168.20.3","SIP"
"676","1271.486038","192.168.3.102","192.168.20.2","SIP"
"679","1271.506946","192.168.3.102","192.168.20.3","SIP"
"681","1271.547945","192.168.3.102","192.168.20.2","SIP"
"685","1271.582981","192.168.3.102","192.168.20.2","SIP"
"687","1271.586889","192.168.3.102","192.168.20.3","SIP"
"691","1271.616985","192.168.3.102","192.168.20.3","SIP"
"693","1271.644933","192.168.3.102","192.168.20.2","SIP"
"697","1271.676033","192.168.3.102","192.168.20.2","SIP"
"699","1271.676857","192.168.3.102","192.168.20.3","SIP"
"703","1271.706985","192.168.3.102","192.168.20.3","SIP"
"705","1271.755968","192.168.3.102","192.168.20.2","SIP"
"709","1271.785973","192.168.3.102","192.168.20.2","SIP"
"711","1271.786828","192.168.3.102","192.168.20.3","SIP"
"715","1271.817019","192.168.3.102","192.168.20.3","SIP"
"717","1271.847914","192.168.3.102","192.168.20.2","SIP"
"720","1271.876923","192.168.3.102","192.168.20.3","SIP"
"724","1271.883006","192.168.3.102","192.168.20.2","SIP"
"727","1271.906982","192.168.3.102","192.168.20.3","SIP"
"729","1271.944971","192.168.3.102","192.168.20.2","SIP"
"733","1271.976067","192.168.3.102","192.168.20.2","SIP"
"735","1271.986904","192.168.3.102","192.168.20.3","SIP"
"739","1272.01704","192.168.3.102","192.168.20.3","SIP"
"741","1272.055936","192.168.3.102","192.168.20.2","SIP"
"744","1272.07698","192.168.3.102","192.168.20.3","SIP"
"748","1272.086035","192.168.3.102","192.168.20.2","SIP"
"751","1272.107018","192.168.3.102","192.168.20.3","SIP"
"753","1272.147943","192.168.3.102","192.168.20.2","SIP"
"757","1272.182979","192.168.3.102","192.168.20.2","SIP"
"759","1272.186839","192.168.3.102","192.168.20.3","SIP"
"763","1272.216982","192.168.3.102","192.168.20.3","SIP"
"765","1272.24499","192.168.3.102","192.168.20.2","SIP"
"769","1272.276107","192.168.3.102","192.168.20.2","SIP"
"771","1272.276852","192.168.3.102","192.168.20.3","SIP"
"775","1272.307063","192.168.3.102","192.168.20.3","SIP"
"777","1272.355963","192.168.3.102","192.168.20.2","SIP"
"781","1272.386004","192.168.3.102","192.168.20.2","SIP"
"783","1272.386772","192.168.3.102","192.168.20.3","SIP"
"787","1272.417016","192.168.3.102","192.168.20.3","SIP"
"789","1272.447967","192.168.3.102","192.168.20.2","SIP"
"792","1272.476922","192.168.3.102","192.168.20.3","SIP"
"796","1272.483009","192.168.3.102","192.168.20.2","SIP"
"799","1272.507036","192.168.3.102","192.168.20.3","SIP"
"801","1272.545018","192.168.3.102","192.168.20.2","SIP"
"805","1272.57606","192.168.3.102","192.168.20.2","SIP"
"807","1272.586944","192.168.3.102","192.168.20.3","SIP"
"811","1272.617053","192.168.3.102","192.168.20.3","SIP"
"813","1272.65593","192.168.3.102","192.168.20.2","SIP"
"816","1272.676935","192.168.3.102","192.168.20.3","SIP"
"820","1272.686035","192.168.3.102","192.168.20.2","SIP"
"823","1272.707004","192.168.3.102","192.168.20.3","SIP"
"825","1272.747937","192.168.3.102","192.168.20.2","SIP"
"829","1272.782972","192.168.3.102","192.168.20.2","SIP"
"831","1272.786838","192.168.3.102","192.168.20.3","SIP"
"835","1272.817013","192.168.3.102","192.168.20.3","SIP"
"837","1272.844928","192.168.3.102","192.168.20.2","SIP"
"841","1272.875974","192.168.3.102","192.168.20.2","SIP"
"843","1272.876791","192.168.3.102","192.168.20.3","SIP"
"847","1272.907026","192.168.3.102","192.168.20.3","SIP"
"849","1272.956068","192.168.3.102","192.168.20.2","SIP"
"853","1272.985978","192.168.3.102","192.168.20.2","SIP"
"855","1272.986845","192.168.3.102","192.168.20.3","SIP"
"859","1273.017113","192.168.3.102","192.168.20.3","SIP"
"861","1273.047973","192.168.3.102","192.168.20.2","SIP"
"864","1273.076917","192.168.3.102","192.168.20.3","SIP"
"868","1273.082882","192.168.3.102","192.168.20.2","SIP"
"871","1273.107011","192.168.3.102","192.168.20.3","SIP"
"873","1273.145062","192.168.3.102","192.168.20.2","SIP"
"877","1273.17605","192.168.3.102","192.168.20.2","SIP"
"879","1273.186854","192.168.3.102","192.168.20.3","SIP"
"883","1273.217044","192.168.3.102","192.168.20.3","SIP"
"885","1273.25593","192.168.3.102","192.168.20.2","SIP"
"888","1273.2769","192.168.3.102","192.168.20.3","SIP"
"892","1273.286027","192.168.3.102","192.168.20.2","SIP"
"895","1273.306982","192.168.3.102","192.168.20.3","SIP"
"897","1273.347979","192.168.3.102","192.168.20.2","SIP"
"901","1273.382979","192.168.3.102","192.168.20.2","SIP"
"903","1273.416989","192.168.3.102","192.168.20.3","SIP"
"906","1273.44487","192.168.3.102","192.168.20.2","SIP"
"910","1273.446984","192.168.3.102","192.168.20.3","SIP"
"913","1273.476026","192.168.3.102","192.168.20.2","SIP"
"915","1273.506869","192.168.3.102","192.168.20.3","SIP"
"919","1273.537025","192.168.3.102","192.168.20.3","SIP"
"921","1273.555912","192.168.3.102","192.168.20.2","SIP"
"925","1273.58601","192.168.3.102","192.168.20.2","SIP"
"927","1273.596855","192.168.3.102","192.168.20.3","SIP"
"931","1273.627026","192.168.3.102","192.168.20.3","SIP"
"933","1273.647901","192.168.3.102","192.168.20.2","SIP"
"936","1273.676907","192.168.3.102","192.168.20.3","SIP"
"940","1273.682907","192.168.3.102","192.168.20.2","SIP"
"943","1273.706897","192.168.3.102","192.168.20.3","SIP"
"945","1273.744998","192.168.3.102","192.168.20.2","SIP"
"948","1273.756872","192.168.3.102","192.168.20.3","SIP"
"952","1273.776062","192.168.3.102","192.168.20.2","SIP"
"955","1273.786969","192.168.3.102","192.168.20.3","SIP"
"957","1273.85593","192.168.3.102","192.168.20.2","SIP"
"961","1273.886018","192.168.3.102","192.168.20.2","SIP"
"963","1273.902883","192.168.3.102","192.168.20.3","SIP"
"967","1273.936989","192.168.3.102","192.168.20.3","SIP"
"969","1273.947896","192.168.3.102","192.168.20.2","SIP"
"972","1273.971943","192.168.3.102","192.168.20.3","SIP"
"976","1273.983025","192.168.3.102","192.168.20.2","SIP"
"979","1274.007103","192.168.3.102","192.168.20.3","SIP"
"981","1274.041965","192.168.3.102","192.168.20.3","SIP"
"984","1274.045012","192.168.3.102","192.168.20.2","SIP"
"988","1274.07608","192.168.3.102","192.168.20.2","SIP"
"991","1274.076991","192.168.3.102","192.168.20.3","SIP"
"993","1274.111923","192.168.3.102","192.168.20.3","SIP"
"997","1274.147066","192.168.3.102","192.168.20.3","SIP"
"999","1274.155948","192.168.3.102","192.168.20.2","SIP"
"1002","1274.181976","192.168.3.102","192.168.20.3","SIP"
"1006","1274.18591","192.168.3.102","192.168.20.2","SIP"
"1009","1274.216992","192.168.3.102","192.168.20.3","SIP"
"1011","1274.247895","192.168.3.102","192.168.20.2","SIP"
"1014","1274.251994","192.168.3.102","192.168.20.3","SIP"
"1018","1274.28306","192.168.3.102","192.168.20.2","SIP"
"1021","1274.286924","192.168.3.102","192.168.20.3","SIP"
"1023","1274.32193","192.168.3.102","192.168.20.3","SIP"
"1026","1274.344941","192.168.3.102","192.168.20.2","SIP"
"1030","1274.357014","192.168.3.102","192.168.20.3","SIP"
"1033","1274.375922","192.168.3.102","192.168.20.2","SIP"
"1035","1274.406939","192.168.3.102","192.168.20.3","SIP"
"1039","1274.437046","192.168.3.102","192.168.20.3","SIP"
"1041","1274.455905","192.168.3.102","192.168.20.2","SIP"
"1044","1274.471935","192.168.3.102","192.168.20.3","SIP"
"1048","1274.486009","192.168.3.102","192.168.20.2","SIP"
"1051","1274.506989","192.168.3.102","192.168.20.3","SIP"
"1053","1274.541964","192.168.3.102","192.168.20.3","SIP"
"1056","1274.547859","192.168.3.102","192.168.20.2","SIP"
"1060","1274.577087","192.168.3.102","192.168.20.3","SIP"
"1063","1274.582985","192.168.3.102","192.168.20.2","SIP"
"1065","1274.611911","192.168.3.102","192.168.20.3","SIP"
"1068","1274.64497","192.168.3.102","192.168.20.2","SIP"
"1072","1274.646885","192.168.3.102","192.168.20.3","SIP"
"1075","1274.676072","192.168.3.102","192.168.20.2","SIP"
"1077","1274.681827","192.168.3.102","192.168.20.3","SIP"
"1081","1274.716994","192.168.3.102","192.168.20.3","SIP"
"1083","1274.751942","192.168.3.102","192.168.20.3","SIP"
"1086","1274.755803","192.168.3.102","192.168.20.2","SIP"
"1090","1274.786125","192.168.3.102","192.168.20.2","SIP"
"1093","1274.787007","192.168.3.102","192.168.20.3","SIP"
"1095","1274.821931","192.168.3.102","192.168.20.3","SIP"
"1098","1274.847952","192.168.3.102","192.168.20.2","SIP"
"1102","1274.857092","192.168.3.102","192.168.20.3","SIP"
"1105","1274.883136","192.168.3.102","192.168.20.2","SIP"
"1107","1274.907017","192.168.3.102","192.168.20.3","SIP"
"1111","1274.937163","192.168.3.102","192.168.20.3","SIP"
"1113","1274.9451","192.168.3.102","192.168.20.2","SIP"
"1116","1274.971964","192.168.3.102","192.168.20.3","SIP"
"1120","1274.976109","192.168.3.102","192.168.20.2","SIP"
"1123","1275.00712","192.168.3.102","192.168.20.3","SIP"
"1125","1275.041964","192.168.3.102","192.168.20.3","SIP"
"1128","1275.055979","192.168.3.102","192.168.20.2","SIP"
"1132","1275.07706","192.168.3.102","192.168.20.3","SIP"
"1135","1275.086072","192.168.3.102","192.168.20.2","SIP"
"1137","1275.111849","192.168.3.102","192.168.20.3","SIP"
"1141","1275.14706","192.168.3.102","192.168.20.3","SIP"
"1143","1275.147869","192.168.3.102","192.168.20.2","SIP"
"1146","1275.181984","192.168.3.102","192.168.20.3","SIP"
"1150","1275.182969","192.168.3.102","192.168.20.2","SIP"
"1153","1275.217142","192.168.3.102","192.168.20.3","SIP"
"1155","1275.244955","192.168.3.102","192.168.20.2","SIP"
"1158","1275.251873","192.168.3.102","192.168.20.3","SIP"
"1162","1275.276058","192.168.3.102","192.168.20.2","SIP"
"1165","1275.286947","192.168.3.102","192.168.20.3","SIP"
"1167","1275.321986","192.168.3.102","192.168.20.3","SIP"
"1170","1275.355972","192.168.3.102","192.168.20.2","SIP"
"1174","1275.356985","192.168.3.102","192.168.20.3","SIP"
"1177","1275.386022","192.168.3.102","192.168.20.2","SIP"
"1179","1275.406929","192.168.3.102","192.168.20.3","SIP"
"1183","1275.437044","192.168.3.102","192.168.20.3","SIP"
"1185","1275.447897","192.168.3.102","192.168.20.2","SIP"
"1188","1275.4719","192.168.3.102","192.168.20.3","SIP"
"1192","1275.482955","192.168.3.102","192.168.20.2","SIP"
"1195","1275.506976","192.168.3.102","192.168.20.3","SIP"
"1197","1275.541929","192.168.3.102","192.168.20.3","SIP"
"1200","1275.544844","192.168.3.102","192.168.20.2","SIP"
"1204","1275.576018","192.168.3.102","192.168.20.2","SIP"
"1207","1275.576931","192.168.3.102","192.168.20.3","SIP"
"1209","1275.611911","192.168.3.102","192.168.20.3","SIP"
"1213","1275.647055","192.168.3.102","192.168.20.3","SIP"
"1215","1275.655867","192.168.3.102","192.168.20.2","SIP"
"1218","1275.681937","192.168.3.102","192.168.20.3","SIP"
"1222","1275.68591","192.168.3.102","192.168.20.2","SIP"
"1225","1275.716994","192.168.3.102","192.168.20.3","SIP"
"1227","1275.748005","192.168.3.102","192.168.20.2","SIP"
"1230","1275.751853","192.168.3.102","192.168.20.3","SIP"
"1234","1275.783054","192.168.3.102","192.168.20.2","SIP"
"1237","1275.786952","192.168.3.102","192.168.20.3","SIP"
"1239","1275.821932","192.168.3.102","192.168.20.3","SIP"
"1242","1275.84494","192.168.3.102","192.168.20.2","SIP"
"1246","1275.857001","192.168.3.102","192.168.20.3","SIP"
"1249","1275.875975","192.168.3.102","192.168.20.2","SIP"
"1251","1275.906945","192.168.3.102","192.168.20.3","SIP"
"1255","1275.937046","192.168.3.102","192.168.20.3","SIP"
"1257","1275.971896","192.168.3.102","192.168.20.3","SIP"
"1260","1276.005899","192.168.3.102","192.168.20.2","SIP"
"1264","1276.007001","192.168.3.102","192.168.20.3","SIP"
"1267","1276.03605","192.168.3.102","192.168.20.2","SIP"
"1269","1276.04186","192.168.3.102","192.168.20.3","SIP"
"1273","1276.077075","192.168.3.102","192.168.20.3","SIP"
"1275","1276.111856","192.168.3.102","192.168.20.3","SIP"
"1279","1276.147061","192.168.3.102","192.168.20.3","SIP"
"1281","1276.151819","192.168.3.102","192.168.20.2","SIP"
"1284","1276.181899","192.168.3.102","192.168.20.3","SIP"
"1288","1276.185919","192.168.3.102","192.168.20.2","SIP"
"1291","1276.217049","192.168.3.102","192.168.20.3","SIP"
"1293","1276.220949","192.168.3.102","192.168.20.2","SIP"
"1296","1276.252003","192.168.3.102","192.168.20.3","SIP"
"1300","1276.256061","192.168.3.102","192.168.20.2","SIP"
"1303","1276.287103","192.168.3.102","192.168.20.3","SIP"
"1305","1276.305921","192.168.3.102","192.168.20.2","SIP"
"1308","1276.321994","192.168.3.102","192.168.20.3","SIP"
"1312","1276.335988","192.168.3.102","192.168.20.2","SIP"
"1315","1276.357038","192.168.3.102","192.168.20.3","SIP"
"1317","1276.406989","192.168.3.102","192.168.20.3","SIP"
"1320","1276.435961","192.168.3.102","192.168.20.2","SIP"
"1324","1276.436959","192.168.3.102","192.168.20.3","SIP"
"1327","1276.466038","192.168.3.102","192.168.20.2","SIP"
"1329","1276.471945","192.168.3.102","192.168.20.3","SIP"
"1332","1276.500943","192.168.3.102","192.168.20.2","SIP"
"1336","1276.50691","192.168.3.102","192.168.20.3","SIP"
"1339","1276.536135","192.168.3.102","192.168.20.2","SIP"
"1341","1276.541858","192.168.3.102","192.168.20.3","SIP"
"1345","1276.577086","192.168.3.102","192.168.20.3","SIP"
"1347","1276.58589","192.168.3.102","192.168.20.2","SIP"
"1350","1276.611915","192.168.3.102","192.168.20.3","SIP"
"1354","1276.61593","192.168.3.102","192.168.20.2","SIP"
"1356","1276.645986","192.168.3.102","192.168.20.2","SIP"
"1360","1276.646941","192.168.3.102","192.168.20.3","SIP"
"1363","1276.676074","192.168.3.102","192.168.20.2","SIP"
"1365","1276.681879","192.168.3.102","192.168.20.3","SIP"
"1368","1276.705859","192.168.3.102","192.168.20.2","SIP"
"1372","1276.716931","192.168.3.102","192.168.20.3","SIP"
"1375","1276.736001","192.168.3.102","192.168.20.2","SIP"
"1377","1276.751899","192.168.3.102","192.168.20.3","SIP"
"1380","1276.765915","192.168.3.102","192.168.20.2","SIP"
"1384","1276.787037","192.168.3.102","192.168.20.3","SIP"
"1387","1276.795897","192.168.3.102","192.168.20.2","SIP"
"1389","1276.822012","192.168.3.102","192.168.20.3","SIP"
"1392","1276.830924","192.168.3.102","192.168.20.2","SIP"
"1396","1276.857031","192.168.3.102","192.168.20.3","SIP"
"1399","1276.866065","192.168.3.102","192.168.20.2","SIP"
"1401","1276.89591","192.168.3.102","192.168.20.2","SIP"
