UE1: web-rtc,UE1: sipp,UE1: web-server,UE2: web-rtc,UE2: sipp,UE2: web-server,UE3: web-rtc,UE3: sipp,UE3: web-server,Time
13259,0,0,0,0,0,0,0,0,0.000270201
13947,0,0,0,0,0,0,0,0,1.015058352
13034,0,0,0,0,0,0,0,0,2.054608813
64531,0,0,0,0,0,0,0,0,3.082859787
86260,0,0,0,0,0,0,0,0,4.090322695
109058,0,0,0,0,0,0,0,0,5.224224883
61276,0,0,0,0,0,0,0,0,6.242935825
127049,0,0,0,0,0,0,0,0,7.257503223
58652,0,0,0,0,0,0,0,0,8.268960693
127452,0,0,0,0,0,0,0,0,10.167025223
34475,0,0,0,0,0,0,0,0,11.185318806
192440,0,0,0,0,0,0,0,0,12.196678005
173069,0,0,0,0,0,0,0,0,13.210576618
104006,0,0,0,0,0,0,0,0,14.222868238
12897,0,0,0,0,0,0,0,0,15.272534097
156106,0,0,0,0,0,0,0,0,16.303853147
177343,0,0,0,0,0,0,0,0,17.31760334
139493,0,0,0,0,0,0,0,0,18.331234019
140998,0,0,0,0,0,0,0,0,19.342906617
146947,0,0,0,0,0,0,0,13774,20.35290166
138169,0,0,0,0,0,0,0,23331,21.361921175
137126,0,0,0,0,0,0,0,26033,22.366924192
138982,0,0,0,12875,0,0,0,24682,23.379036807
142331,0,0,0,25888,0,0,0,25094,24.391935452
79833,0,0,0,26539,0,0,0,22771,25.406783614
33446,0,0,0,26859,0,0,0,19467,26.421330158
26531,0,0,0,25980,0,0,0,19055,27.44002822
196808,0,0,0,25980,0,0,0,22985,28.441911217
205899,0,0,0,25980,0,0,0,2027,29.445219547
125444,0,0,0,27140,0,0,0,0,30.454914709
24887,0,0,0,25980,0,0,0,0,31.46766601
119551,0,0,0,26539,0,0,0,0,32.51805144
124483,0,0,0,27031,0,0,0,0,33.524340197
129089,0,0,0,26210,0,0,0,0,34.536049863
133632,0,0,0,26210,0,0,0,0,35.549676022
22120,0,0,0,26620,0,0,0,0,36.553157836
130501,0,0,0,26972,0,0,0,0,37.559158841
145747,0,0,0,26210,0,0,0,0,38.567070131
144429,0,0,0,26210,0,0,0,0,39.572990223
118655,0,0,0,26772,0,0,0,0,40.582896335
90872,0,0,0,27097,0,0,0,0,41.621282477
101290,0,0,0,26210,0,0,0,0,42.632952934
70338,0,0,0,26210,0,0,0,0,43.638082623
126824,0,0,0,26210,0,0,0,0,44.645570669
123990,0,0,0,27382,0,0,0,1911,45.656131523
92040,0,0,0,26210,0,0,0,19179,46.665960989
91249,0,0,0,26210,0,0,0,17910,47.679991669
85437,0,0,0,26210,0,0,0,15653,48.68503749
103768,0,0,0,26210,0,0,0,0,49.718040907
143374,0,0,0,27659,0,0,0,0,50.724100173
100627,0,0,0,26620,0,0,0,0,51.736847162
99633,0,0,0,26972,0,0,0,0,52.759207892
77250,0,0,0,26210,0,0,0,0,53.773007335
99312,0,0,0,26210,0,0,0,0,54.789657774
108169,0,0,0,26772,0,0,0,0,55.802140425
130908,0,0,0,27097,0,0,0,0,56.821476728
99150,0,0,0,26210,0,1284,0,0,57.833787161
35486,0,0,0,26620,0,0,0,0,58.846167894
140712,0,0,0,25800,0,0,0,0,59.850216891
103628,0,0,0,26210,0,22679,0,0,60.853039173
42116,0,0,0,27382,0,3486,0,0,61.859203902
133520,0,0,0,26210,0,94561,0,0,62.864522867
86984,0,0,0,26210,0,60419,0,0,63.874906345
119916,0,0,0,26210,0,46581,0,0,64.882062087
120109,0,0,0,26210,0,50287,0,0,65.899231804
23864,0,0,0,26210,0,54531,0,0,66.908365515
135875,0,0,0,26210,0,57607,0,0,67.915120404
49741,0,0,0,27659,0,31445,0,0,68.92112465
148299,0,0,0,26210,0,57929,0,0,69.927461694
128195,0,0,0,26210,0,58137,0,0,70.933002864
70652,0,0,0,26210,0,35597,0,0,71.945263434
131893,0,0,0,26620,0,68269,0,0,72.945390473
58709,0,0,0,25800,0,36356,0,0,73.950237313
108798,0,1911,0,27382,0,91471,0,0,74.954543173
121630,0,17564,0,26210,0,90671,0,0,75.968080906
112181,0,14170,0,26210,0,111939,0,0,76.976232475
89259,0,19327,0,26210,0,117675,0,0,77.98614342
36862,0,22919,0,26210,0,47966,0,0,78.992082814
20896,0,23219,0,26210,0,74068,0,0,80.00513436
3064,0,24382,0,26210,0,117337,0,0,81.010310489
3064,0,24748,0,26772,0,33039,0,0,82.015142179
2926,0,26033,0,27097,0,92710,0,0,83.02149675
3064,0,25028,0,26210,0,124379,0,0,84.030594207
3064,0,26033,0,26620,0,39725,0,0,85.043965259
3064,0,25094,0,25800,0,128037,0,0,86.050290357
3064,0,19393,0,27382,0,134472,0,0,87.056266069
3064,0,26033,0,26210,0,140392,0,0,88.063109943
3064,0,25094,0,26210,0,143321,0,0,89.07002828
2632,0,24270,0,26210,0,92514,0,0,90.076178827
0,0,25160,0,26210,0,103339,0,0,91.085738172
0,0,25967,0,26772,0,44497,0,0,92.11317096
0,0,24682,0,20177,0,130595,0,0,93.11857603
0,0,25094,0,1082,0,86859,0,0,94.125046292
0,0,26033,0,1082,0,83289,0,0,95.145053898
0,0,25094,0,0,0,148164,0,0,96.157863777
0,0,1681,0,1082,0,148495,0,0,97.166806742
0,0,0,0,0,0,54095,0,0,98.179809412
0,0,0,0,0,0,30665,0,0,99.646341472
0,0,0,0,1082,0,149438,0,0,100.65254697
0,0,0,0,0,0,161918,0,148,101.660701613
0,0,0,0,0,0,108480,0,6574,102.669307004
0,0,0,0,0,0,89358,0,18108,103.680546669
0,0,0,0,1082,0,9849,0,18915,104.695103774
0,0,0,4053,0,0,86919,0,19657,105.712139841
0,0,0,12758,0,0,70588,0,19261,106.726312339
0,0,0,132,0,0,60400,0,17910,107.733191417
0,0,0,0,1082,0,2926,0,19047,108.747147954
0,0,0,22324,0,0,3064,0,17696,109.750851631
0,0,0,57885,0,0,3064,0,17630,110.762655489
0,0,0,135615,0,0,3064,0,17762,111.763256174
0,0,0,140310,1082,0,3064,0,17778,112.772166527
0,0,0,134439,0,0,3064,0,19319,113.786544807
0,0,0,69185,0,0,3064,0,17836,114.79233006
0,0,0,69622,0,0,3064,0,17864,115.795224826
0,0,0,144668,1082,0,3064,0,18747,116.795425564
0,0,0,149433,0,0,2650,0,17910,117.801717786
0,0,0,64353,0,0,0,0,17696,118.807097178
0,0,0,38019,0,0,0,0,17696,119.815175597
0,0,0,118965,1082,0,0,0,18981,120.815270959
0,0,0,168642,0,0,0,0,17630,121.823131489
0,0,0,175465,0,0,0,0,19261,122.823343419
0,0,0,143870,0,0,0,0,17630,123.82927828
0,0,15603,94488,0,0,0,0,17630,124.837218036
0,0,25028,132751,0,0,0,0,25094,125.842179825
0,0,26033,137220,0,0,0,0,20744,126.846331972
0,0,24814,140570,0,0,0,0,23183,127.854283289
0,0,24962,118396,0,0,0,0,17630,128.857527144
0,0,26033,119720,0,0,0,0,21230,129.865304548
0,0,25094,128734,0,0,0,0,17770,130.870489417
0,0,24748,99537,0,0,0,0,19393,131.875295092
0,0,25967,67652,0,0,0,0,17696,132.883307125
0,0,25094,25655,0,0,0,0,17798,133.88530388
0,0,24748,12197,0,0,0,0,17696,134.885383593
0,0,26033,4325,0,0,0,0,18615,135.885565316
0,0,25028,117212,0,0,0,0,21420,136.90516463
0,0,26033,186735,0,0,0,0,24418,137.910155382
0,0,24682,175567,0,0,0,0,19393,138.924214183
0,0,25094,115959,0,0,0,0,18042,139.937277599
0,0,23051,42377,0,0,0,0,19047,140.947312306
0,0,24550,532,0,0,0,0,17696,141.953319912
0,0,24682,6482,0,0,0,0,17696,142.955291502
0,0,26033,133874,0,0,0,0,22721,143.963379989
0,0,25094,158901,0,0,0,0,17696,144.977320458
0,0,26033,170489,0,0,0,0,21502,145.984937942
0,0,23331,151746,0,0,0,0,19393,146.993948446
0,0,24814,124235,0,0,0,0,20810,148.002294207
0,0,25901,125281,0,0,0,0,19327,149.00332147
0,0,5619,86140,0,0,0,0,19731,150.010277259
0,0,0,88321,0,0,0,0,17704,151.030461105
0,0,0,126493,0,0,0,0,10496,152.048626648
0,0,0,143337,0,0,0,0,0,153.061755467
0,0,0,131500,0,0,0,0,0,154.070184565
0,0,0,79404,0,0,0,0,0,155.078369382
0,0,0,15096,0,0,0,0,0,156.086687143
0,0,0,3202,0,0,0,0,0,157.144550851
0,0,0,3202,0,0,0,0,0,158.201271284
0,0,0,3202,0,0,0,0,0,159.258351953
0,0,0,3202,0,0,0,0,0,160.31559166
0,0,0,3202,0,0,0,0,0,161.374066017
0,0,0,3202,0,0,0,0,0,162.43224607
0,0,0,3230,0,0,0,0,0,163.474392954
0,0,0,3202,0,0,0,0,0,164.499795342
