Packet_Num,Time,Source,Destination,Protocol,Length
"1329","38.683681","192.168.3.101","192.168.20.2","UDP","1170"
"1330","38.688817","192.168.3.101","192.168.20.2","UDP","1170"
"1331","38.693859","192.168.3.101","192.168.20.2","UDP","1170"
"1332","38.698977","192.168.3.101","192.168.20.2","UDP","1170"
"1333","38.699977","192.168.20.2","192.168.3.101","UDP","88"
"1334","38.70404","192.168.3.101","192.168.20.2","UDP","1170"
"1335","38.709157","192.168.3.101","192.168.20.2","UDP","1170"
"1336","38.714314","192.168.3.101","192.168.20.2","UDP","1171"
"1337","38.714334","192.168.3.101","192.168.20.2","UDP","1171"
"1338","38.719394","192.168.3.101","192.168.20.2","UDP","1172"
"1339","38.724447","192.168.3.101","192.168.20.2","UDP","1172"
"1340","38.729576","192.168.3.101","192.168.20.2","UDP","1172"
"1341","38.734605","192.168.3.101","192.168.20.2","UDP","1172"
"1342","38.739726","192.168.3.101","192.168.20.2","UDP","1172"
"1344","38.741513","192.168.3.102","192.168.20.3","SIP","356"
"1346","38.74476","192.168.3.101","192.168.20.2","UDP","1172"
"1347","38.749895","192.168.3.101","192.168.20.2","UDP","1172"
"1348","38.752079","192.168.20.4","192.168.3.103","TCP","74"
"1349","38.752226","192.168.3.103","192.168.20.4","TCP","74"
"1350","38.755004","192.168.3.101","192.168.20.2","UDP","1171"
"1351","38.760077","192.168.3.101","192.168.20.2","UDP","1171"
"1352","38.765136","192.168.3.101","192.168.20.2","UDP","1171"
"1353","38.770271","192.168.3.101","192.168.20.2","UDP","1171"
"1354","38.771292","192.168.20.3","192.168.3.102","SIP","406"
"1355","38.771311","192.168.20.3","192.168.3.102","SIP","406"
"1356","38.771626","192.168.3.102","192.168.20.3","SIP","348"
"1357","38.774009","192.168.20.4","192.168.3.103","TCP","66"
"1358","38.775369","192.168.3.101","192.168.20.2","UDP","1171"
"1359","38.780533","192.168.3.101","192.168.20.2","UDP","1172"
"1361","38.782108","192.168.20.4","192.168.3.103","HTTP","168"
"1362","38.782231","192.168.3.103","192.168.20.4","TCP","66"
"1363","38.782322","192.168.3.103","192.168.20.4","TCP","304"
"1364","38.782341","192.168.3.103","192.168.20.4","HTTP","681"
"1365","38.78557","192.168.3.101","192.168.20.2","UDP","1172"
"1366","38.789164","192.168.20.2","192.168.3.101","UDP","88"
"1368","38.789193","192.168.20.2","192.168.3.101","UDP","92"
"1370","38.790604","192.168.3.101","192.168.20.2","UDP","1172"
"1371","38.79571","192.168.3.101","192.168.20.2","UDP","1172"
"1373","38.80078","192.168.3.101","192.168.20.2","UDP","1172"
"1374","38.804056","192.168.20.4","192.168.3.103","TCP","66"
"1375","38.805873","192.168.3.101","192.168.20.2","UDP","1172"
"1377","38.810978","192.168.3.101","192.168.20.2","UDP","1172"
"1378","38.812014","192.168.20.4","192.168.3.103","TCP","66"
"1379","38.812029","192.168.20.4","192.168.3.103","TCP","66"
"1380","38.812164","192.168.3.103","192.168.20.4","TCP","66"
"1381","38.816012","192.168.3.101","192.168.20.2","UDP","1172"
"1382","38.821093","192.168.3.101","192.168.20.2","UDP","1172"
"1383","38.82624","192.168.3.101","192.168.20.2","UDP","1182"
"1384","38.828333","192.168.3.101","192.168.20.2","UDP","112"
"1385","38.8313","192.168.3.101","192.168.20.2","UDP","1182"
"1387","38.833409","192.168.3.102","192.168.20.3","SIP","356"
"1389","38.834002","192.168.20.4","192.168.3.103","TCP","66"
"1390","38.836354","192.168.3.101","192.168.20.2","UDP","1182"
"1392","38.840078","192.168.20.2","192.168.3.101","UDP","88"
"1393","38.841437","192.168.3.101","192.168.20.2","UDP","1182"
"1394","38.841462","192.168.3.101","192.168.20.2","UDP","1182"
"1395","38.846528","192.168.3.101","192.168.20.2","UDP","1182"
"1396","38.851598","192.168.3.101","192.168.20.2","UDP","1182"
"1397","38.856696","192.168.3.101","192.168.20.2","UDP","1182"
"1398","38.861428","192.168.20.3","192.168.3.102","SIP","406"
"1399","38.861446","192.168.20.3","192.168.3.102","SIP","406"
"1400","38.861794","192.168.3.102","192.168.20.3","SIP","348"
"1401","38.861953","192.168.3.101","192.168.20.2","UDP","1182"
"1402","38.867013","192.168.3.101","192.168.20.2","UDP","1182"
"1403","38.872103","192.168.3.101","192.168.20.2","UDP","1182"
"1404","38.877106","192.168.3.101","192.168.20.2","UDP","1183"
"1405","38.882245","192.168.3.101","192.168.20.2","UDP","1183"
"1406","38.887335","192.168.3.101","192.168.20.2","UDP","1183"
"1407","38.892394","192.168.3.101","192.168.20.2","UDP","1183"
"1410","38.897453","192.168.3.101","192.168.20.2","UDP","1183"
"1411","38.902521","192.168.3.101","192.168.20.2","UDP","1190"
"1412","38.907648","192.168.3.101","192.168.20.2","UDP","1190"
"1413","38.912707","192.168.3.101","192.168.20.2","UDP","1190"
"1414","38.917787","192.168.3.101","192.168.20.2","UDP","1190"
"1415","38.922073","192.168.20.4","192.168.3.103","TCP","74"
"1416","38.922306","192.168.3.103","192.168.20.4","TCP","74"
"1417","38.92288","192.168.3.101","192.168.20.2","UDP","1190"
"1418","38.928041","192.168.3.101","192.168.20.2","UDP","1190"
"1419","38.929065","192.168.20.2","192.168.3.101","UDP","92"
"1421","38.933063","192.168.3.101","192.168.20.2","UDP","1190"
"1422","38.938245","192.168.3.101","192.168.20.2","UDP","1190"
"1424","38.941586","192.168.3.102","192.168.20.3","SIP","356"
"1426","38.943296","192.168.3.101","192.168.20.2","UDP","1190"
"1427","38.944099","192.168.20.4","192.168.3.103","TCP","66"
"1428","38.948377","192.168.3.101","192.168.20.2","UDP","1191"
"1429","38.952131","192.168.20.4","192.168.3.103","HTTP","168"
"1430","38.952235","192.168.3.103","192.168.20.4","TCP","66"
"1431","38.952369","192.168.3.103","192.168.20.4","TCP","304"
"1432","38.9524","192.168.3.103","192.168.20.4","HTTP","681"
"1433","38.953479","192.168.3.101","192.168.20.2","UDP","1191"
"1434","38.956012","192.168.20.2","192.168.3.101","UDP","88"
"1435","38.958504","192.168.3.101","192.168.20.2","UDP","1191"
"1436","38.963602","192.168.3.101","192.168.20.2","UDP","1191"
"1437","38.968665","192.168.3.101","192.168.20.2","UDP","1191"
"1438","38.97125","192.168.20.3","192.168.3.102","SIP","406"
"1439","38.971268","192.168.20.3","192.168.3.102","SIP","406"
"1440","38.971615","192.168.3.102","192.168.20.3","SIP","348"
"1441","38.973736","192.168.3.101","192.168.20.2","UDP","1191"
"1442","38.973975","192.168.20.4","192.168.3.103","TCP","66"
"1443","38.97874","192.168.3.101","192.168.20.2","UDP","1191"
"1444","38.98197","192.168.20.4","192.168.3.103","TCP","66"
"1445","38.983856","192.168.3.101","192.168.20.2","UDP","1191"
"1446","38.988924","192.168.3.101","192.168.20.2","UDP","1191"
"1447","38.989947","192.168.20.4","192.168.3.103","TCP","66"
"1448","38.990145","192.168.3.103","192.168.20.4","TCP","66"
"1449","38.994008","192.168.3.101","192.168.20.2","UDP","1184"
"1450","38.999061","192.168.3.101","192.168.20.2","UDP","1184"
"1451","39.00416","192.168.3.101","192.168.20.2","UDP","1184"
"1452","39.009225","192.168.3.101","192.168.20.2","UDP","1184"
"1455","39.014007","192.168.20.4","192.168.3.103","TCP","66"
"1456","39.014314","192.168.3.101","192.168.20.2","UDP","1185"
"1457","39.018086","192.168.20.2","192.168.3.101","UDP","88"
"1459","39.019419","192.168.3.101","192.168.20.2","UDP","1185"
"1460","39.024468","192.168.3.101","192.168.20.2","UDP","1185"
"1461","39.024495","192.168.3.101","192.168.20.2","UDP","1185"
"1462","39.029605","192.168.3.101","192.168.20.2","UDP","1185"
"1464","39.03363","192.168.3.102","192.168.20.3","SIP","356"
"1466","39.03472","192.168.3.101","192.168.20.2","UDP","1185"
"1467","39.039819","192.168.3.101","192.168.20.2","UDP","1185"
"1468","39.044888","192.168.3.101","192.168.20.2","UDP","1185"
"1469","39.049963","192.168.3.101","192.168.20.2","UDP","1185"
"1470","39.050046","192.168.20.2","192.168.3.101","UDP","88"
"1473","39.055119","192.168.3.101","192.168.20.2","UDP","1185"
"1474","39.060142","192.168.3.101","192.168.20.2","UDP","1185"
"1475","39.065211","192.168.3.101","192.168.20.2","UDP","1185"
"1476","39.068259","192.168.20.3","192.168.3.102","SIP","406"
"1477","39.068278","192.168.20.3","192.168.3.102","SIP","406"
"1478","39.06849","192.168.3.102","192.168.20.3","SIP","348"
"1479","39.070283","192.168.3.101","192.168.20.2","UDP","1185"
"1480","39.075398","192.168.3.101","192.168.20.2","UDP","1185"
"1481","39.080492","192.168.3.101","192.168.20.2","UDP","1185"
"1482","39.085573","192.168.3.101","192.168.20.2","UDP","1185"
"1483","39.090703","192.168.3.101","192.168.20.2","UDP","1185"
"1484","39.092062","192.168.20.4","192.168.3.103","TCP","74"
"1485","39.092282","192.168.3.103","192.168.20.4","TCP","74"
"1486","39.092993","192.168.20.2","192.168.3.101","UDP","92"
"1487","39.095755","192.168.3.101","192.168.20.2","UDP","1185"
"1488","39.100853","192.168.3.101","192.168.20.2","UDP","1185"
"1489","39.104","192.168.3.101","192.168.20.2","UDP","112"
"1490","39.105883","192.168.3.101","192.168.20.2","UDP","1185"
"1491","39.110992","192.168.3.101","192.168.20.2","UDP","1185"
"1492","39.114018","192.168.20.4","192.168.3.103","TCP","66"
"1493","39.116131","192.168.3.101","192.168.20.2","UDP","1185"
"1494","39.121224","192.168.3.101","192.168.20.2","UDP","1173"
"1495","39.122104","192.168.20.4","192.168.3.103","HTTP","168"
"1496","39.1223","192.168.3.103","192.168.20.4","TCP","66"
"1497","39.122325","192.168.3.103","192.168.20.4","TCP","304"
"1498","39.122338","192.168.3.103","192.168.20.4","HTTP","681"
"1499","39.126282","192.168.3.101","192.168.20.2","UDP","1173"
"1500","39.131339","192.168.3.101","192.168.20.2","UDP","1173"
"1501","39.136483","192.168.3.101","192.168.20.2","UDP","1173"
"1503","39.14161","192.168.3.101","192.168.20.2","UDP","1173"
"1504","39.141629","192.168.3.102","192.168.20.3","SIP","356"
"1506","39.144043","192.168.20.4","192.168.3.103","TCP","66"
"1507","39.146703","192.168.3.101","192.168.20.2","UDP","1173"
"1509","39.151855","192.168.3.101","192.168.20.2","UDP","1173"
"1510","39.152047","192.168.20.4","192.168.3.103","TCP","66"
"1511","39.155081","192.168.20.2","192.168.3.101","UDP","88"
"1514","39.156849","192.168.3.101","192.168.20.2","UDP","1173"
"1515","39.159973","192.168.20.4","192.168.3.103","TCP","66"
"1516","39.16015","192.168.3.103","192.168.20.4","TCP","66"
"1517","39.162014","192.168.3.101","192.168.20.2","UDP","1173"
"1518","39.167093","192.168.3.101","192.168.20.2","UDP","1173"
"1519","39.17121","192.168.20.3","192.168.3.102","SIP","406"
"1520","39.171221","192.168.20.3","192.168.3.102","SIP","406"
"1521","39.171514","192.168.3.102","192.168.20.3","SIP","348"
"1522","39.172177","192.168.3.101","192.168.20.2","UDP","1173"
"1523","39.177264","192.168.3.101","192.168.20.2","UDP","1173"
"1524","39.177284","192.168.3.101","192.168.20.2","UDP","1173"
"1525","39.182371","192.168.3.101","192.168.20.2","UDP","1173"
"1526","39.18398","192.168.20.4","192.168.3.103","TCP","66"
"1527","39.187476","192.168.3.101","192.168.20.2","UDP","1173"
"1529","39.190035","192.168.20.2","192.168.3.101","UDP","88"
"1530","39.192527","192.168.3.101","192.168.20.2","UDP","1174"
"1531","39.197625","192.168.3.101","192.168.20.2","UDP","1174"
"1532","39.202742","192.168.3.101","192.168.20.2","UDP","1174"
"1533","39.207828","192.168.3.101","192.168.20.2","UDP","1174"
"1534","39.212869","192.168.3.101","192.168.20.2","UDP","1174"
"1535","39.218064","192.168.3.101","192.168.20.2","UDP","1174"
"1536","39.223137","192.168.3.101","192.168.20.2","UDP","1174"
"1537","39.228173","192.168.3.101","192.168.20.2","UDP","1174"
"1539","39.233271","192.168.3.101","192.168.20.2","UDP","1174"
"1540","39.233486","192.168.3.102","192.168.20.3","SIP","356"
"1542","39.238341","192.168.3.101","192.168.20.2","UDP","1174"
"1544","39.240043","192.168.20.2","192.168.3.101","UDP","88"
"1546","39.243449","192.168.3.101","192.168.20.2","UDP","1174"
"1547","39.248541","192.168.3.101","192.168.20.2","UDP","1174"
"1548","39.253596","192.168.3.101","192.168.20.2","UDP","1174"
"1549","39.258691","192.168.3.101","192.168.20.2","UDP","1174"
"1550","39.26133","192.168.20.3","192.168.3.102","SIP","406"
"1551","39.261347","192.168.20.3","192.168.3.102","SIP","406"
"1552","39.261625","192.168.3.102","192.168.20.3","SIP","348"
"1553","39.261996","192.168.20.4","192.168.3.103","TCP","74"
"1554","39.262166","192.168.3.103","192.168.20.4","TCP","74"
"1555","39.26377","192.168.3.101","192.168.20.2","UDP","1198"
"1556","39.269073","192.168.3.101","192.168.20.2","UDP","1198"
"1557","39.274073","192.168.3.101","192.168.20.2","UDP","1198"
"1558","39.27814","192.168.3.101","192.168.20.2","UDP","112"
"1559","39.279213","192.168.3.101","192.168.20.2","UDP","1198"
"1560","39.284103","192.168.20.4","192.168.3.103","TCP","66"
"1561","39.284199","192.168.3.101","192.168.20.2","UDP","1199"
"1562","39.289342","192.168.3.101","192.168.20.2","UDP","1199"
"1564","39.290036","192.168.20.2","192.168.3.101","UDP","88"
"1565","39.291995","192.168.20.4","192.168.3.103","HTTP","168"
"1566","39.29213","192.168.3.103","192.168.20.4","TCP","66"
"1567","39.29219","192.168.3.103","192.168.20.4","TCP","304"
"1568","39.292207","192.168.3.103","192.168.20.4","HTTP","681"
"1569","39.294483","192.168.3.101","192.168.20.2","UDP","1199"
"1571","39.299475","192.168.3.101","192.168.20.2","UDP","1199"
"1572","39.304574","192.168.3.101","192.168.20.2","UDP","1199"
"1573","39.304594","192.168.3.101","192.168.20.2","UDP","1199"
"1574","39.309668","192.168.3.101","192.168.20.2","UDP","1199"
"1575","39.314099","192.168.20.4","192.168.3.103","TCP","66"
"1576","39.314761","192.168.3.101","192.168.20.2","UDP","1199"
"1577","39.319837","192.168.3.101","192.168.20.2","UDP","1199"
"1578","39.32213","192.168.20.4","192.168.3.103","TCP","66"
"1579","39.322153","192.168.20.4","192.168.3.103","TCP","66"
"1580","39.322379","192.168.3.103","192.168.20.4","TCP","66"
"1581","39.325093","192.168.3.101","192.168.20.2","UDP","1199"
"1582","39.330135","192.168.3.101","192.168.20.2","UDP","1199"
"1583","39.335192","192.168.3.101","192.168.20.2","UDP","1199"
"1585","39.340176","192.168.20.2","192.168.3.101","UDP","92"
"1586","39.340287","192.168.3.101","192.168.20.2","UDP","1199"
"1589","39.341501","192.168.3.102","192.168.20.3","SIP","356"
"1591","39.344066","192.168.20.4","192.168.3.103","TCP","66"
"1592","39.345369","192.168.3.101","192.168.20.2","UDP","1199"
"1593","39.350468","192.168.3.101","192.168.20.2","UDP","1199"
"1594","39.355501","192.168.3.101","192.168.20.2","UDP","1199"
"1595","39.360574","192.168.3.101","192.168.20.2","UDP","1199"
"1596","39.365693","192.168.3.101","192.168.20.2","UDP","1199"
"1597","39.370732","192.168.3.101","192.168.20.2","UDP","1199"
"1598","39.371295","192.168.20.3","192.168.3.102","SIP","406"
"1599","39.371313","192.168.20.3","192.168.3.102","SIP","406"
"1600","39.371656","192.168.3.102","192.168.20.3","SIP","348"
"1601","39.375822","192.168.3.101","192.168.20.2","UDP","1190"
"1602","39.380927","192.168.3.101","192.168.20.2","UDP","1190"
"1603","39.386016","192.168.3.101","192.168.20.2","UDP","1190"
"1605","39.390085","192.168.20.2","192.168.3.101","UDP","88"
"1606","39.391103","192.168.3.101","192.168.20.2","UDP","1190"
"1607","39.396168","192.168.3.101","192.168.20.2","UDP","1190"
"1608","39.401254","192.168.3.101","192.168.20.2","UDP","1190"
"1609","39.406327","192.168.3.101","192.168.20.2","UDP","1190"
"1610","39.411388","192.168.3.101","192.168.20.2","UDP","1190"
"1611","39.416462","192.168.3.101","192.168.20.2","UDP","1191"
"1612","39.421548","192.168.3.101","192.168.20.2","UDP","1191"
"1615","39.426589","192.168.3.101","192.168.20.2","UDP","1191"
"1616","39.431652","192.168.3.101","192.168.20.2","UDP","1191"
"1617","39.431981","192.168.20.4","192.168.3.103","TCP","74"
"1618","39.432165","192.168.3.103","192.168.20.4","TCP","74"
"1620","39.433595","192.168.3.102","192.168.20.3","SIP","356"
"1622","39.436729","192.168.3.101","192.168.20.2","UDP","1191"
"1623","39.436751","192.168.3.101","192.168.20.2","UDP","1191"
"1624","39.441843","192.168.3.101","192.168.20.2","UDP","112"
"1625","39.441873","192.168.3.101","192.168.20.2","UDP","1191"
"1626","39.446949","192.168.3.101","192.168.20.2","UDP","1191"
"1627","39.45016","192.168.20.2","192.168.3.101","UDP","88"
"1628","39.45204","192.168.3.101","192.168.20.2","UDP","1191"
"1629","39.454054","192.168.20.4","192.168.3.103","TCP","66"
"1630","39.457152","192.168.3.101","192.168.20.2","UDP","1152"
"1631","39.46204","192.168.20.4","192.168.3.103","HTTP","168"
"1632","39.462151","192.168.3.101","192.168.20.2","UDP","1152"
"1633","39.462233","192.168.3.103","192.168.20.4","TCP","66"
"1634","39.462282","192.168.3.103","192.168.20.4","TCP","304"
"1635","39.462329","192.168.3.103","192.168.20.4","HTTP","681"
"1636","39.467223","192.168.3.101","192.168.20.2","UDP","1153"
"1637","39.46831","192.168.20.3","192.168.3.102","SIP","406"
"1638","39.468325","192.168.20.3","192.168.3.102","SIP","406"
"1639","39.468614","192.168.3.102","192.168.20.3","SIP","348"
"1640","39.47236","192.168.3.101","192.168.20.2","UDP","1153"
"1641","39.47745","192.168.3.101","192.168.20.2","UDP","1153"
"1643","39.482543","192.168.3.101","192.168.20.2","UDP","1153"
"1644","39.484024","192.168.20.4","192.168.3.103","TCP","66"
"1645","39.487633","192.168.3.101","192.168.20.2","UDP","1153"
"1646","39.492066","192.168.20.4","192.168.3.103","TCP","66"
"1647","39.492746","192.168.3.101","192.168.20.2","UDP","1153"
"1648","39.497814","192.168.3.101","192.168.20.2","UDP","1153"
"1649","39.500004","192.168.20.4","192.168.3.103","TCP","66"
"1650","39.500198","192.168.3.103","192.168.20.4","TCP","66"
"1651","39.502907","192.168.3.101","192.168.20.2","UDP","1153"
"1652","39.502937","192.168.3.101","192.168.20.2","UDP","1153"
"1653","39.507069","192.168.20.2","192.168.3.101","UDP","92"
"1654","39.508004","192.168.3.101","192.168.20.2","UDP","1153"
"1655","39.513087","192.168.3.101","192.168.20.2","UDP","1153"
"1656","39.518197","192.168.3.101","192.168.20.2","UDP","1153"
"1657","39.523295","192.168.3.101","192.168.20.2","UDP","1153"
"1658","39.524065","192.168.20.4","192.168.3.103","TCP","66"
"1659","39.528335","192.168.3.101","192.168.20.2","UDP","1153"
"1662","39.533446","192.168.3.101","192.168.20.2","UDP","1195"
"1663","39.538546","192.168.3.101","192.168.20.2","UDP","1195"
"1665","39.541577","192.168.3.102","192.168.20.3","SIP","356"
"1667","39.543632","192.168.3.101","192.168.20.2","UDP","1195"
"1668","39.548756","192.168.3.101","192.168.20.2","UDP","1195"
"1669","39.553866","192.168.3.101","192.168.20.2","UDP","1195"
"1670","39.557077","192.168.20.2","192.168.3.101","UDP","92"
"1671","39.558874","192.168.3.101","192.168.20.2","UDP","1195"
"1672","39.563998","192.168.3.101","192.168.20.2","UDP","1195"
"1673","39.569144","192.168.3.101","192.168.20.2","UDP","1195"
"1674","39.571414","192.168.20.3","192.168.3.102","SIP","406"
"1675","39.571433","192.168.20.3","192.168.3.102","SIP","406"
"1676","39.571751","192.168.3.102","192.168.20.3","SIP","348"
"1677","39.574256","192.168.3.101","192.168.20.2","UDP","1195"
"1678","39.579383","192.168.3.101","192.168.20.2","UDP","1195"
"1679","39.579413","192.168.3.101","192.168.20.2","UDP","1195"
"1680","39.580043","192.168.20.2","192.168.3.101","STUN","142"
"1681","39.580308","192.168.3.101","192.168.20.2","STUN","106"
"1682","39.58041","192.168.3.101","192.168.20.2","UDP","112"
"1683","39.584483","192.168.3.101","192.168.20.2","UDP","1195"
"1684","39.589553","192.168.3.101","192.168.20.2","UDP","1195"
"1685","39.594652","192.168.3.101","192.168.20.2","UDP","1195"
"1686","39.59976","192.168.3.101","192.168.20.2","UDP","1195"
"1687","39.602243","192.168.20.4","192.168.3.103","TCP","74"
"1688","39.602481","192.168.3.103","192.168.20.4","TCP","74"
"1689","39.604884","192.168.3.101","192.168.20.2","UDP","1195"
"1690","39.607124","192.168.20.2","192.168.3.101","UDP","88"
"1691","39.610025","192.168.3.101","192.168.20.2","UDP","1195"
"1692","39.615149","192.168.3.101","192.168.20.2","UDP","1195"
"1693","39.620204","192.168.3.101","192.168.20.2","UDP","1195"
"1694","39.624095","192.168.20.4","192.168.3.103","TCP","66"
"1695","39.625312","192.168.3.101","192.168.20.2","UDP","1195"
"1696","39.63042","192.168.3.101","192.168.20.2","UDP","1195"
"1697","39.63207","192.168.20.4","192.168.3.103","HTTP","168"
"1698","39.632389","192.168.3.103","192.168.20.4","TCP","66"
"1699","39.632421","192.168.3.103","192.168.20.4","TCP","304"
"1700","39.632438","192.168.3.103","192.168.20.4","HTTP","681"
"1702","39.633552","192.168.3.102","192.168.20.3","SIP","356"
"1706","39.635451","192.168.3.101","192.168.20.2","UDP","1196"
"1707","39.640559","192.168.3.101","192.168.20.2","UDP","1196"
"1708","39.645683","192.168.3.101","192.168.20.2","UDP","1196"
"1709","39.650708","192.168.3.101","192.168.20.2","UDP","1196"
"1710","39.654007","192.168.20.4","192.168.3.103","TCP","66"
"1711","39.655772","192.168.3.101","192.168.20.2","UDP","1196"
"1712","39.660865","192.168.3.101","192.168.20.2","UDP","1196"
"1713","39.661249","192.168.20.3","192.168.3.102","SIP","406"
"1714","39.66126","192.168.20.3","192.168.3.102","SIP","406"
"1715","39.661505","192.168.3.102","192.168.20.3","SIP","348"
"1716","39.661977","192.168.20.4","192.168.3.103","TCP","66"
"1717","39.665983","192.168.3.101","192.168.20.2","UDP","1196"
"1718","39.666014","192.168.3.101","192.168.20.2","UDP","1196"
"1720","39.669128","192.168.20.2","192.168.3.101","UDP","88"
"1723","39.670002","192.168.20.4","192.168.3.103","TCP","66"
"1724","39.670209","192.168.3.103","192.168.20.4","TCP","66"
"1725","39.671066","192.168.3.101","192.168.20.2","UDP","1196"
"1726","39.676156","192.168.3.101","192.168.20.2","UDP","1196"
"1727","39.681275","192.168.3.101","192.168.20.2","UDP","1196"
"1728","39.686339","192.168.3.101","192.168.20.2","UDP","1196"
"1729","39.691457","192.168.3.101","192.168.20.2","UDP","1151"
"1730","39.694041","192.168.20.4","192.168.3.103","TCP","66"
"1731","39.696506","192.168.3.101","192.168.20.2","UDP","1151"
"1732","39.700033","192.168.20.2","192.168.3.101","UDP","88"
"1733","39.701597","192.168.3.101","192.168.20.2","UDP","1152"
"1734","39.706691","192.168.3.101","192.168.20.2","UDP","1152"
"1735","39.711764","192.168.3.101","192.168.20.2","UDP","1152"
"1736","39.716877","192.168.3.101","192.168.20.2","UDP","1152"
"1737","39.722897","192.168.3.101","192.168.20.2","UDP","1151"
"1738","39.722928","192.168.3.101","192.168.20.2","UDP","1151"
"1739","39.727043","192.168.3.101","192.168.20.2","UDP","1151"
"1741","39.732145","192.168.3.101","192.168.20.2","UDP","1152"
"1742","39.737168","192.168.3.101","192.168.20.2","UDP","1152"
"1744","39.741515","192.168.3.102","192.168.20.3","SIP","356"
"1746","39.742259","192.168.3.101","192.168.20.2","UDP","1152"
"1747","39.747361","192.168.3.101","192.168.20.2","UDP","1152"
"1748","39.752476","192.168.3.101","192.168.20.2","UDP","1152"
"1749","39.757011","192.168.20.2","192.168.3.101","UDP","92"
"1750","39.757503","192.168.3.101","192.168.20.2","UDP","1129"
"1751","39.762605","192.168.3.101","192.168.20.2","UDP","1129"
"1752","39.767688","192.168.3.101","192.168.20.2","UDP","1129"
"1753","39.767719","192.168.3.101","192.168.20.2","UDP","1129"
"1754","39.771269","192.168.20.3","192.168.3.102","SIP","406"
"1755","39.771288","192.168.20.3","192.168.3.102","SIP","406"
"1756","39.771626","192.168.3.102","192.168.20.3","SIP","348"
"1757","39.771955","192.168.20.4","192.168.3.103","TCP","74"
"1758","39.772127","192.168.3.103","192.168.20.4","TCP","74"
"1759","39.772725","192.168.3.101","192.168.20.2","UDP","1129"
"1760","39.77781","192.168.3.101","192.168.20.2","UDP","1129"
"1761","39.782926","192.168.3.101","192.168.20.2","UDP","1129"
"1762","39.787954","192.168.3.101","192.168.20.2","UDP","1129"
"1763","39.793055","192.168.3.101","192.168.20.2","UDP","1129"
"1764","39.793986","192.168.20.4","192.168.3.103","TCP","66"
"1765","39.795142","192.168.3.101","192.168.20.2","STUN","138"
"1766","39.798132","192.168.3.101","192.168.20.2","UDP","1130"
"1767","39.801994","192.168.20.4","192.168.3.103","HTTP","168"
"1768","39.80217","192.168.3.103","192.168.20.4","TCP","66"
"1769","39.802219","192.168.3.103","192.168.20.4","TCP","304"
"1770","39.802269","192.168.3.103","192.168.20.4","HTTP","681"
"1771","39.803219","192.168.3.101","192.168.20.2","UDP","1130"
"1772","39.803229","192.168.3.101","192.168.20.2","UDP","1130"
"1774","39.819139","192.168.20.2","192.168.3.101","UDP","92"
"1775","39.819144","192.168.20.2","192.168.3.101","UDP","112"
"1777","39.819153","192.168.20.2","192.168.3.101","STUN","106"
"1779","39.823954","192.168.20.4","192.168.3.103","TCP","66"
"1780","39.832034","192.168.20.4","192.168.3.103","TCP","66"
"1781","39.832045","192.168.20.4","192.168.3.103","TCP","66"
"1782","39.83227","192.168.3.103","192.168.20.4","TCP","66"
"1784","39.833282","192.168.3.102","192.168.20.3","SIP","356"
"1786","39.835535","192.168.3.101","192.168.20.2","UDP","112"
"1787","39.850004","192.168.20.2","192.168.3.101","UDP","88"
"1788","39.854008","192.168.20.4","192.168.3.103","TCP","66"
"1789","39.868379","192.168.20.3","192.168.3.102","SIP","406"
"1790","39.868389","192.168.20.3","192.168.3.102","SIP","406"
"1791","39.868699","192.168.3.102","192.168.20.3","SIP","348"
"1794","39.879143","192.168.3.101","192.168.20.2","UDP","1191"
"1795","39.879155","192.168.3.101","192.168.20.2","UDP","1191"
"1796","39.884388","192.168.3.101","192.168.20.2","UDP","1191"
"1797","39.889323","192.168.3.101","192.168.20.2","UDP","1191"
"1798","39.89439","192.168.3.101","192.168.20.2","UDP","1191"
"1799","39.899473","192.168.3.101","192.168.20.2","UDP","1191"
"1802","39.904597","192.168.3.101","192.168.20.2","UDP","1191"
"1803","39.90974","192.168.3.101","192.168.20.2","UDP","1191"
"1804","39.914835","192.168.3.101","192.168.20.2","UDP","1191"
"1805","39.919847","192.168.3.101","192.168.20.2","UDP","1192"
"1806","39.92502","192.168.3.101","192.168.20.2","UDP","1192"
"1807","39.930066","192.168.3.101","192.168.20.2","UDP","1192"
"1808","39.935145","192.168.3.101","192.168.20.2","UDP","1192"
"1809","39.935176","192.168.3.101","192.168.20.2","UDP","1192"
"1812","39.939199","192.168.20.2","192.168.3.101","UDP","88"
"1814","39.940226","192.168.3.101","192.168.20.2","UDP","1170"
"1816","39.941526","192.168.3.102","192.168.20.3","SIP","356"
"1818","39.94203","192.168.20.4","192.168.3.103","TCP","74"
"1819","39.94219","192.168.3.103","192.168.20.4","TCP","74"
"1820","39.945352","192.168.3.101","192.168.20.2","UDP","1170"
"1821","39.950417","192.168.3.101","192.168.20.2","UDP","1170"
"1822","39.955463","192.168.3.101","192.168.20.2","UDP","1170"
"1823","39.96052","192.168.3.101","192.168.20.2","UDP","1171"
"1824","39.964047","192.168.20.4","192.168.3.103","TCP","66"
"1825","39.965617","192.168.3.101","192.168.20.2","UDP","1171"
"1828","39.970726","192.168.3.101","192.168.20.2","UDP","1171"
"1829","39.971224","192.168.20.3","192.168.3.102","SIP","406"
"1830","39.971245","192.168.20.3","192.168.3.102","SIP","406"
