32,24,24
32,24,20
32,24,20
28,24,20
32,24,20
28,24,20
28,28,20
28,24,20
32,24,20
32,24,20
32,24,8
32,24,8
32,24,8
32,28,20
32,24,20
32,28,20
32,24,8
32,24,8
32,24,8
32,32,8
32,32,8
32,20,8
32,20,8
32,16,8
28,16,8
28,16,8
28,24,20
28,24,20
24,24,20
20,24,20
24,24,20
24,24,20
24,24,20
24,24,20
24,24,20
24,24,16
24,24,16
24,24,16
24,24,16
20,24,20
20,28,24
16,28,24
16,28,24
20,32,24
28,36,24
28,36,24
32,32,20
28,36,24
28,36,24
24,36,24
28,36,24
32,32,20
28,32,20
28,36,20
28,36,20
24,36,20
20,36,20
20,36,20
20,36,24
20,40,24
20,40,24
24,36,20
20,36,20
20,36,20
20,36,24
24,36,20
24,36,20
20,36,20
20,36,20
20,36,20
16,36,24
16,36,20
16,36,20
20,36,24
20,36,28
20,36,28
20,36,28
24,36,20
28,36,28
28,32,20
32,32,24
32,32,24
32,32,24
28,36,24
16,32,24
20,32,24
16,32,20
16,32,20
20,32,20
20,32,20
32,32,20
32,32,20
32,32,24
32,32,24
20,28,24
24,28,24
24,36,28
24,24,24
16,32,28
16,32,28
16,32,28
28,28,24
32,32,28
20,32,28
32,36,28
32,36,28
24,32,28
32,36,28
20,32,28
20,28,28
20,28,28
20,24,24
24,24,24
20,28,28
24,28,32
28,28,28
16,24,24
16,24,24
16,24,24
24,24,28
16,24,24
16,24,24
16,24,24
16,24,24
16,24,24
16,24,24
16,24,24
16,24,20
16,24,20
16,24,20
