 "UE1: web-rtc" "UE1: sipp" "UE1: web-server" "UE2: web-rtc" "UE2: sipp" "UE2: web-server" "UE3: web-rtc" "UE3: sipp" "UE3: web-server" Time UE1-Jitter UE2-Jitter UE3-Jitter UE1-CQI UE2-CQI UE3-CQI empty
0 0.183944 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  8.48654920421048e-08 0.0 0.0 0.000104 0.00012 0.00012 
1 0.0388 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.371606612903224e-07 0.0 0.0 0.000112 0.000112 0.00012 
2 0.353504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.402303510666664e-07 0.0 0.0 0.000112 0.00012 0.00012 
3 0.351024 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.44025883982684e-07 0.0 0.0 0.000112 0.00012 0.00012 
4 0.92832 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.165885234124288e-07 0.0 0.0 0.000112 0.000112 0.00012 
5 0.373304 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.188379344578312e-07 0.0 0.0 0.000112 0.000112 0.00012 
6 0.42628 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.2124886675687039e-07 0.0 0.0 0.000112 0.00012 0.00012 
7 0.775568 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.122374105523152e-07 0.0 0.0 0.000112 0.00012 0.00012 
8 0.569936 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.104322206796992e-07 0.0 0.0 9.6e-05 0.000112 0.00012 
9 0.695912 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.064721847310704e-07 0.0 0.0 0.000112 0.00012 0.00012 
10 0.103712 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.1417759986802e-07 0.0 0.0 0.000112 0.000112 0.00012 
11 0.087224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.2270147701120722e-07 0.0 0.0 0.000104 0.00012 0.00012 
12 0.644848 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.200478562072072e-07 0.0 0.0 0.000112 0.000112 0.00012 
13 0.702528 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.1785007172244879e-07 0.0 0.0 8e-05 8.8e-05 0.00012 
14 1.177928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.096978615559496e-07 0.0 0.0 8e-05 8e-05 0.00012 
15 1.141608 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.029671314366192e-07 0.0 0.0 7.2e-05 8e-05 0.00012 
16 0.432128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.037860662661704e-07 0.0 0.0 8e-05 9.6e-05 0.00012 
17 0.335776 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.0505880712882559e-07 0.0 0.0 0.000112 0.000112 0.00012 
18 0.159648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  1.08346893468424e-07 0.0 0.0 0.000104 0.00012 0.00012 
19 0.20004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.015288  1.1146838743711759e-07 0.0 5.51985156923032e-08 0.000112 0.000112 0.00012 
20 0.48344 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.182824  1.112098469864248e-07 0.0 5.11118096766464e-08 0.000112 0.00012 0.00012 
21 0.393984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19416  1.1184189945838479e-07 0.0 5.00060530975608e-08 0.000112 0.000112 0.00012 
22 0.404496 0.0 0.0 0.0 0.011464 0.0 0.0 0.0 0.200752  1.12286802894328e-07 1.6297160000248001e-09 4.8228727888223204e-08 9.6e-05 0.000112 0.00012 
23 0.435408 0.0 0.0 0.0 0.207416 0.0 0.0 0.0 0.198512  1.1244062172346481e-07 1.274181378360672e-07 4.798048081194e-08 0.000104 0.000112 0.00012 
24 0.461344 0.0 0.0 0.0 0.217968 0.0 0.0 0.0 0.208264  1.123335594490352e-07 1.274134686178864e-07 4.76420560664288e-08 9.6e-05 0.000112 0.00012 
25 0.449864 0.0 0.0 0.0 0.214704 0.0 0.0 0.0 0.1964  1.1206676871919601e-07 1.2557645539130479e-07 4.75843412857136e-08 9.6e-05 0.000112 0.00012 
26 0.161352 0.0 0.0 0.0 0.20864 0.0 0.0 0.0 0.197456  1.147265685383408e-07 1.260475462716048e-07 4.75428004765952e-08 8.8e-05 0.000112 0.00012 
27 0.584608 0.0 0.0 0.0 0.20864 0.0 0.0 0.0 0.171888  1.1396044123938e-07 1.261435834437088e-07 4.7527044897959195e-08 8.8e-05 9.6e-05 0.00012 
28 0.682336 0.0 0.0 0.0 0.20864 0.0 0.0 0.0 0.0  1.123188406812552e-07 1.2645504050969518e-07 0.0 0.000104 0.000112 0.000112 
29 0.663944 0.0 0.0 0.0 0.213112 0.0 0.0 0.0 0.0  1.1089391363925439e-07 1.2711404777197118e-07 0.0 9.6e-05 0.00012 0.00012 
30 0.534656 0.0 0.0 0.0 0.20864 0.0 0.0 0.0 0.0  1.10357958458844e-07 1.2821961268333278e-07 0.0 0.000112 0.00012 0.00012 
31 0.492448 0.0 0.0 0.0 0.215704 0.0 0.0 0.0 0.0  1.1026141761832001e-07 1.2849027260628402e-07 0.0 9.6e-05 0.000104 0.00012 
32 0.550744 0.0 0.0 0.0 0.197392 0.0 0.0 0.0 0.0  1.097263882013912e-07 1.28408432509212e-07 0.0 0.000104 0.000104 0.00012 
33 0.570352 0.0 0.0 0.0 0.221688 0.0 0.0 0.0 0.0  1.090778287557312e-07 1.282399689104704e-07 0.0 0.000112 0.000112 0.00012 
34 0.592304 0.0 0.0 0.0 0.213368 0.0 0.0 0.0 0.0  1.0850512168501519e-07 1.287423056912376e-07 0.0 6.4e-05 8e-05 0.00012 
35 0.34844 0.0 0.0 0.0 0.206792 0.0 0.0 0.0 0.0  1.0935091425702479e-07 1.291532582651224e-07 0.0 8.8e-05 0.000112 0.00012 
36 0.777744 0.0 0.0 0.0 0.21008 0.0 0.0 0.0 0.0  1.0812096440533681e-07 1.293902186315784e-07 0.0 8e-05 9.6e-05 0.00012 
37 0.876424 0.0 0.0 0.0 0.213368 0.0 0.0 0.0 0.0  1.0648124838754321e-07 1.29698865383928e-07 0.0 4.8e-05 8.8e-05 0.00012 
